Orthogroup	Mcap.protein	Pocillopora_acuta_protein
OG0002412	augustus.g11078.t1, augustus.g46279.t1	g48245
OG0002413	augustus.g11080.t1, augustus.g46277.t1	g48243
OG0002414	augustus.g11085.t1, augustus.g46275.t1	g48241
OG0002415	augustus.g11111.t1, augustus.g70087.t1	g3961
OG0002416	augustus.g11123.t1	g19337, g19338
OG0002417	augustus.g11148.t1, augustus.g43538.t1	g54395
OG0002418	augustus.g11176.t1, augustus.g18701.t1	g36611
OG0002419	augustus.g11193.t1, augustus.g62340.t1	g11703
OG0002420	augustus.g11194.t1, augustus.g62341.t1	g11701
OG0002421	augustus.g11195.t1, augustus.g62342.t1	g11700
OG0002422	augustus.g11201.t1, augustus.g13078.t1	g10893
OG0002423	augustus.g11241.t1, augustus.g64812.t1	g251
OG0002424	augustus.g11245.t1	g277, g282
OG0002425	augustus.g11263.t1, augustus.g66099.t1	g9119
OG0002426	augustus.g11264.t1, augustus.g66098.t1	g36743
OG0002427	augustus.g11268.t1, augustus.g71192.t1	g2523
OG0002428	augustus.g11321.t1	g42838, g52599
OG0002429	augustus.g11335.t1, augustus.g37623.t1	g59748
OG0002430	augustus.g1134.t1, augustus.g13161.t1	g58206
OG0002431	augustus.g11362.t1	g21389, g37752
OG0002432	augustus.g11369.t1, augustus.g52817.t1	g21397
OG0002433	augustus.g11391.t1, augustus.g42010.t1	g24185
OG0002434	augustus.g11392.t1, augustus.g42008.t1	g24190
OG0002435	augustus.g11419.t1, augustus.g28588.t1	g15101
OG0002436	augustus.g11464.t1, augustus.g60734.t1	g8788
OG0002437	augustus.g11465.t1, augustus.g60733.t1	g8785
OG0002438	augustus.g11516.t1, augustus.g38357.t1	g35347
OG0002439	augustus.g11526.t1, augustus.g33935.t1	g26210
OG0002440	augustus.g11544.t1, augustus.g6556.t1	g50679
OG0002441	augustus.g1157.t1, augustus.g44527.t1	g10194
OG0002442	augustus.g11595.t1, augustus.g47165.t1	g63325
OG0002443	augustus.g11600.t1, augustus.g47161.t1	g16515
OG0002444	augustus.g11607.t1, augustus.g12925.t1	g52636
OG0002445	augustus.g11608.t1, augustus.g12926.t1	g23835
OG0002446	augustus.g11634.t1, augustus.g17991.t1	g22597
OG0002447	augustus.g11635.t1, augustus.g17990.t1	g22593
OG0002448	augustus.g11636.t1, augustus.g17989.t1	g3467
OG0002449	augustus.g11659.t1, augustus.g43542.t1	g7954
OG0002450	augustus.g11668.t1, augustus.g48556.t1	g17045
OG0002451	augustus.g11737.t1, augustus.g49493.t1	g34731
OG0002452	augustus.g1174.t1	g10217, g10220
OG0002453	augustus.g11749.t1, augustus.g69130.t1	g40824
OG0002454	augustus.g11750.t1, augustus.g69129.t1	g5315
OG0002455	augustus.g11825.t1, augustus.g13417.t1	g147
OG0002456	augustus.g11826.t1, augustus.g13416.t1	g145
OG0002457	augustus.g11832.t1, augustus.g19650.t1	g47060
OG0002458	augustus.g11835.t1, augustus.g19652.t1	g47059
OG0002459	augustus.g11841.t1, augustus.g16313.t1	g47051
OG0002460	augustus.g1189.t1, augustus.g54801.t1	g48279
OG0002461	augustus.g11937.t1, augustus.g55757.t1	g23863
OG0002462	augustus.g11938.t1, augustus.g55756.t1	g23861
OG0002463	augustus.g11954.t1, augustus.g43044.t1	g30163
OG0002464	augustus.g11955.t1, augustus.g43045.t1	g30164
OG0002465	augustus.g11956.t1, augustus.g43046.t1	g30166
OG0002466	augustus.g11957.t1, augustus.g43047.t1	g30168
OG0002467	augustus.g11958.t1, augustus.g11960.t1, augustus.g3333.t1	
OG0002468	augustus.g11977.t1, augustus.g34537.t1	g181
OG0002469	augustus.g12004.t1, augustus.g57317.t1	g60409
OG0002470	augustus.g12011.t1, augustus.g17786.t1	g27060
OG0002471	augustus.g12050.t1, augustus.g50910.t1	g43120
OG0002472	augustus.g12063.t1, augustus.g39659.t1	g2628
OG0002473	augustus.g12065.t1, augustus.g39661.t1	g2606
OG0002474	augustus.g12070.t1, augustus.g39663.t1	g2518
OG0002475	augustus.g12073.t1, augustus.g39666.t1	g2517
OG0002476	augustus.g12153.t1, augustus.g55100.t1	g37506
OG0002477	augustus.g12156.t1, augustus.g5719.t1	g33066
OG0002478	augustus.g12157.t1, augustus.g5721.t1	g21778
OG0002479	augustus.g12174.t1, augustus.g49251.t1	g19310
OG0002480	augustus.g12176.t1, augustus.g49249.t1	g19312
OG0002481	augustus.g12205.t1, augustus.g67801.t1	g447
OG0002482	augustus.g12285.t1, augustus.g62770.t1	g9652
OG0002483	augustus.g12286.t1, augustus.g62769.t1	g9650
OG0002484	augustus.g12287.t1, augustus.g62768.t1	g9648
OG0002485	augustus.g12289.t1, augustus.g57604.t1	g9643
OG0002486	augustus.g12293.t1, augustus.g57607.t1	g28252
OG0002487	augustus.g12296.t1, augustus.g57611.t1	g28245
OG0002488	augustus.g1230.t1, augustus.g71259.t1	g51224
OG0002489	augustus.g12309.t1, augustus.g70491.t1	g29626
OG0002490	augustus.g12311.t1, augustus.g70489.t1	g29624
OG0002491	augustus.g12312.t1, augustus.g70488.t1	g29621
OG0002492	augustus.g12338.t1, augustus.g66618.t1	g7012
OG0002493	augustus.g12340.t1, augustus.g66615.t1	g7023
OG0002494	augustus.g12348.t1, augustus.g31785.t1	g61966
OG0002495	augustus.g12349.t1, augustus.g31784.t1	g61963
OG0002496	augustus.g12350.t1, augustus.g31783.t1	g61927
OG0002497	augustus.g12351.t1, augustus.g31781.t1	g61934
OG0002498	augustus.g12352.t1, augustus.g31780.t1	g61936
OG0002499	augustus.g12387.t1, augustus.g45472.t1	g36587
OG0002500	augustus.g12398.t1, augustus.g70521.t1	g7686
OG0002501	augustus.g12448.t1, augustus.g8659.t1	g52847
OG0002502	augustus.g12450.t1, augustus.g8657.t1	g52841
OG0002503	augustus.g12454.t1, augustus.g8653.t1	g52852
OG0002504	augustus.g12455.t1, augustus.g8652.t1	g52853
OG0002505	augustus.g12456.t1, augustus.g8651.t1	g52854
OG0002506	augustus.g12457.t1, augustus.g8650.t1	g52855
OG0002507	augustus.g12460.t1, augustus.g58413.t1	g41708
OG0002508	augustus.g12471.t1, augustus.g18996.t1	g62083
OG0002509	augustus.g12474.t1, augustus.g34823.t1	g16787
OG0002510	augustus.g12476.t1, augustus.g34822.t1	g27982
OG0002511	augustus.g12501.t1, augustus.g5423.t1	g25480
OG0002512	augustus.g12510.t1, augustus.g1553.t1	g6931
OG0002513	augustus.g12514.t1, augustus.g1552.t1	g6926
OG0002514	augustus.g12528.t1, augustus.g45578.t1	g27203
OG0002515	augustus.g12529.t1, augustus.g45579.t1	g27202
OG0002516	augustus.g12530.t1, augustus.g45580.t1	g27200
OG0002517	augustus.g12532.t1, augustus.g45583.t1	g27192
OG0002518	augustus.g12535.t1, augustus.g45589.t1	g27181
OG0002519	augustus.g1255.t1, augustus.g16114.t1	g46307
OG0002520	augustus.g12570.t1, augustus.g55195.t1	g3354
OG0002521	augustus.g12571.t1, augustus.g55196.t1	g3352
OG0002522	augustus.g12572.t1, augustus.g55197.t1	g3351
OG0002523	augustus.g12593.t1, augustus.g9810.t1	g2877
OG0002524	augustus.g12594.t1, augustus.g9809.t1	g2868
OG0002525	augustus.g12662.t1, augustus.g18075.t1	g28650
OG0002526	augustus.g12663.t1, augustus.g18076.t1	g28652
OG0002527	augustus.g12670.t1	g15904, g15937
OG0002528	augustus.g12715.t1, augustus.g36228.t1	g5620
OG0002529	augustus.g12716.t1, augustus.g36229.t1	g5617
OG0002530	augustus.g12733.t1, augustus.g14329.t1	g11665
OG0002531	augustus.g12740.t1, augustus.g33016.t1	g11654
OG0002532	augustus.g12741.t1, augustus.g33015.t1	g11647
OG0002533	augustus.g12753.t1, augustus.g16000.t1	g11583
OG0002534	augustus.g12754.t1, augustus.g16001.t1	g11580
OG0002535	augustus.g12755.t1, augustus.g16002.t1	g11579
OG0002536	augustus.g12763.t1, augustus.g23342.t1	g24982
OG0002537	augustus.g12774.t1, augustus.g55117.t1	g24782
OG0002538	augustus.g12820.t1, augustus.g12821.t1	g45376
OG0002539	augustus.g12884.t1, augustus.g8890.t1	g4512
OG0002540	augustus.g12922.t1	g52638, g52640
OG0002541	augustus.g12928.t1, augustus.g40393.t1	g23837
OG0002542	augustus.g12943.t1, augustus.g48542.t1	g50158
OG0002543	augustus.g12945.t1, augustus.g48541.t1	g50163
OG0002544	augustus.g12946.t1, augustus.g48540.t1	g50166
OG0002545	augustus.g12947.t1, augustus.g48539.t1	g4086
OG0002546	augustus.g12998.t1, augustus.g38364.t1	g35352
OG0002547	augustus.g12999.t1, augustus.g38363.t1	g35351
OG0002548	augustus.g13003.t1, augustus.g68348.t1	g28058
OG0002549	augustus.g13012.t1, augustus.g58631.t1	g17310
OG0002550	augustus.g13020.t1, augustus.g20519.t1	g49759
OG0002551	augustus.g13040.t1, augustus.g8213.t1	g27166
OG0002552	augustus.g13093.t1, augustus.g61470.t1	g1511
OG0002553	augustus.g13108.t1, augustus.g56890.t1	g26611
OG0002554	augustus.g13109.t1, augustus.g56891.t1	g26626
OG0002555	augustus.g13120.t1, augustus.g22527.t1	g57
OG0002556	augustus.g13122.t1, augustus.g22524.t1	g55
OG0002557	augustus.g13126.t1, augustus.g22519.t1	g51
OG0002558	augustus.g13127.t1, augustus.g22518.t1	g47
OG0002559	augustus.g13160.t1	g24230, g24231
OG0002560	augustus.g13170.t1, augustus.g48196.t1	g40454
OG0002561	augustus.g1319.t1, augustus.g31403.t1	g17494
OG0002562	augustus.g13198.t1, augustus.g61508.t1	g61512
OG0002563	augustus.g13200.t1, augustus.g61507.t1	g61513
OG0002564	augustus.g13220.t1, augustus.g69044.t1	g10318
OG0002565	augustus.g13418.t1, augustus.g33469.t1	g47030
OG0002566	augustus.g13419.t1, augustus.g33468.t1	g13621
OG0002567	augustus.g13420.t1, augustus.g33467.t1	g3274
OG0002568	augustus.g13435.t1, augustus.g52110.t1	g41988
OG0002569	augustus.g13441.t1, augustus.g52116.t1	g60438
OG0002570	augustus.g13467.t1, augustus.g70673.t1	g24769
OG0002571	augustus.g13473.t1, augustus.g70671.t1	g24770
OG0002572	augustus.g13507.t1, augustus.g43808.t1	g62824
OG0002573	augustus.g13561.t1	g51531, g7237
OG0002574	augustus.g13567.t1, augustus.g51053.t1	g6533
OG0002575	augustus.g13568.t1, augustus.g51052.t1	g6530
OG0002576	augustus.g13592.t1, augustus.g31842.t1	g39974
OG0002577	augustus.g13594.t1, augustus.g2992.t1	g39979
OG0002578	augustus.g13628.t1, augustus.g56120.t1	g33656
OG0002579	augustus.g13634.t1, augustus.g38387.t1	g22108
OG0002580	augustus.g13638.t1, augustus.g38381.t1	g55274
OG0002581	augustus.g13646.t1, augustus.g47209.t1	g42172
OG0002582	augustus.g13655.t1, augustus.g61364.t1	g17740
OG0002583	augustus.g1366.t1, augustus.g1371.t1	g19991
OG0002584	augustus.g1369.t1, augustus.g45687.t1	g22265
OG0002585	augustus.g13694.t1, augustus.g65442.t1	g44632
OG0002586	augustus.g13696.t1, augustus.g65444.t1	g46251
OG0002587	augustus.g13706.t1, augustus.g48126.t1	g32223
OG0002588	augustus.g13753.t1, augustus.g31989.t1	g22680
OG0002589	augustus.g13755.t1, augustus.g31991.t1	g22715
OG0002590	augustus.g13763.t1, augustus.g60523.t1, augustus.g68920.t1	
OG0002591	augustus.g1380.t1, augustus.g55387.t1	g24206
OG0002592	augustus.g13810.t1, augustus.g1824.t1	g13207
OG0002593	augustus.g13842.t1, augustus.g6735.t1	g9589
OG0002594	augustus.g13845.t1, augustus.g45732.t1	g17700
OG0002595	augustus.g13847.t1, augustus.g45734.t1	g17707
OG0002596	augustus.g13851.t1, augustus.g45738.t1	g17711
OG0002597	augustus.g13881.t1, augustus.g2311.t1	g42252
OG0002598	augustus.g13882.t1, augustus.g2312.t1	g42249
OG0002599	augustus.g1392.t1, augustus.g55400.t1	g15972
OG0002600	augustus.g13922.t1, augustus.g16312.t1	g47050
OG0002601	augustus.g13927.t1, augustus.g37149.t1	g59350
OG0002602	augustus.g1393.t1, augustus.g55401.t1	g15970
OG0002603	augustus.g13934.t1, augustus.g7119.t1	g20399
OG0002604	augustus.g13948.t1, augustus.g66869.t1	g24468
OG0002605	augustus.g1400.t1, augustus.g23920.t1	g25033
OG0002606	augustus.g1401.t1, augustus.g23921.t1	g42501
OG0002607	augustus.g14028.t1	g55446, g5801
OG0002608	augustus.g1404.t1, augustus.g23924.t1	g42498
OG0002609	augustus.g1405.t1, augustus.g23925.t1	g42495
OG0002610	augustus.g14059.t1, augustus.g63593.t1	g33341
OG0002611	augustus.g14062.t1, augustus.g63596.t1	g33334
OG0002612	augustus.g14064.t1, augustus.g63598.t1	g33332
OG0002613	augustus.g14138.t1, augustus.g2245.t1	g4765
OG0002614	augustus.g14139.t1, augustus.g2244.t1	g4767
OG0002615	augustus.g14140.t1, augustus.g2243.t1	g4769
OG0002616	augustus.g14151.t1, augustus.g8637.t1	g1238
OG0002617	augustus.g14152.t1, augustus.g19734.t1	g1243
OG0002618	augustus.g1416.t1	g38572, g506
OG0002619	augustus.g14168.t1, augustus.g7030.t1	g29993
OG0002620	augustus.g14186.t1, augustus.g27930.t1	g60485
OG0002621	augustus.g14218.t1, augustus.g16657.t1	g50987
OG0002622	augustus.g14242.t1, augustus.g51596.t1	g31610
OG0002623	augustus.g14246.t1, augustus.g30966.t1	g56116
OG0002624	augustus.g1429.t1, augustus.g23941.t1	g17449
OG0002625	augustus.g14346.t1	g36399, g36400
OG0002626	augustus.g14427.t1	g4132, g56101
OG0002627	augustus.g14517.t1, augustus.g26577.t1	g60210
OG0002628	augustus.g14555.t1, augustus.g7652.t1	g50810
OG0002629	augustus.g14571.t1, augustus.g9254.t1	g29041
OG0002630	augustus.g14601.t1, augustus.g49649.t1	g22010
OG0002631	augustus.g14603.t1, augustus.g49654.t1	g22018
OG0002632	augustus.g14607.t1, augustus.g68717.t1	g14196
OG0002633	augustus.g14687.t1, augustus.g39672.t1	g9563
OG0002634	augustus.g14693.t1, augustus.g18121.t1	g48809
OG0002635	augustus.g14711.t1, augustus.g48871.t1	g62554
OG0002636	augustus.g14712.t1, augustus.g48872.t1	g62556
OG0002637	augustus.g14717.t1, augustus.g65926.t1	g62897
OG0002638	augustus.g14723.t1, augustus.g65919.t1	g62896
OG0002639	augustus.g14805.t1, augustus.g55800.t1	g23088
OG0002640	augustus.g14807.t1, augustus.g55802.t1	g23086
OG0002641	augustus.g14831.t1, augustus.g57748.t1	g49249
OG0002642	augustus.g14841.t1, augustus.g68849.t1	g24587
OG0002643	augustus.g14847.t1, augustus.g1784.t1	g32379
OG0002644	augustus.g14868.t1, augustus.g9116.t1	g9484
OG0002645	augustus.g14873.t1, augustus.g62078.t1	g59708
OG0002646	augustus.g14874.t1, augustus.g62079.t1	g59720
OG0002647	augustus.g14875.t1, augustus.g62080.t1	g59724
OG0002648	augustus.g14880.t1, augustus.g62086.t1	g15989
OG0002649	augustus.g14894.t1, augustus.g33635.t1	g21201
OG0002650	augustus.g14896.t1, augustus.g33637.t1	g21210
OG0002651	augustus.g14908.t1, augustus.g5864.t1	g18983
OG0002652	augustus.g14915.t1, augustus.g70098.t1	g51990
OG0002653	augustus.g14918.t1, augustus.g70102.t1	g51994
OG0002654	augustus.g14925.t1, augustus.g71185.t1	g11709
OG0002655	augustus.g14932.t1, augustus.g14939.t1	g4396
OG0002656	augustus.g14933.t1, augustus.g14938.t1	g4394
OG0002657	augustus.g14934.t1, augustus.g14937.t1	g4392
OG0002658	augustus.g14935.t1, augustus.g14936.t1	g4391
OG0002659	augustus.g14956.t1, augustus.g30635.t1	g62891
OG0002660	augustus.g14965.t1, augustus.g25829.t1	g61630
OG0002661	augustus.g14966.t1, augustus.g25830.t1	g61631
OG0002662	augustus.g14980.t1, augustus.g46406.t1	g29025
OG0002663	augustus.g15010.t1	g43439, g8045
OG0002664	augustus.g15036.t1, augustus.g32149.t1	g6441
OG0002665	augustus.g15039.t1, augustus.g32146.t1	g6445
OG0002666	augustus.g15040.t1, augustus.g32145.t1	g6446
OG0002667	augustus.g15062.t1, augustus.g69578.t1	g1302
OG0002668	augustus.g15063.t1, augustus.g69577.t1	g1305
OG0002669	augustus.g15064.t1, augustus.g69576.t1	g1335
OG0002670	augustus.g15069.t1, augustus.g46400.t1	g29015
OG0002671	augustus.g15083.t1, augustus.g51632.t1	g16493
OG0002672	augustus.g15084.t1, augustus.g51631.t1	g16495
OG0002673	augustus.g15086.t1, augustus.g51629.t1	g16496
OG0002674	augustus.g15087.t1, augustus.g51628.t1	g16497
OG0002675	augustus.g15092.t1, augustus.g51624.t1	g16505
OG0002676	augustus.g15093.t1, augustus.g35219.t1	g16506
OG0002677	augustus.g15094.t1, augustus.g35220.t1	g16509
OG0002678	augustus.g15096.t1, augustus.g35233.t1	g16503
OG0002679	augustus.g15155.t1, augustus.g58096.t1	g44795
OG0002680	augustus.g15158.t1, augustus.g58102.t1	g44793
OG0002681	augustus.g15170.t1, augustus.g3409.t1	g648
OG0002682	augustus.g15176.t1	g42441, g46010
OG0002683	augustus.g15178.t1, augustus.g45521.t1	g18674
OG0002684	augustus.g15180.t1, augustus.g45518.t1	g10788
OG0002685	augustus.g15181.t1, augustus.g45517.t1	g10791
OG0002686	augustus.g15182.t1, augustus.g45516.t1	g10795
OG0002687	augustus.g15183.t1, augustus.g45515.t1	g10796
OG0002688	augustus.g15184.t1, augustus.g45514.t1	g10798
OG0002689	augustus.g15231.t1, augustus.g7869.t1	g41449
OG0002690	augustus.g15233.t1, augustus.g7871.t1	g41450
OG0002691	augustus.g15238.t1, augustus.g7874.t1	g41451
OG0002692	augustus.g15239.t1, augustus.g7875.t1	g41452
OG0002693	augustus.g15242.t1, augustus.g15924.t1	g16456
OG0002694	augustus.g15264.t1, augustus.g24046.t1	g40275
OG0002695	augustus.g15266.t1, augustus.g24044.t1	g40282
OG0002696	augustus.g15268.t1, augustus.g24042.t1	g40284
OG0002697	augustus.g1529.t1, augustus.g603.t1	g17250
OG0002698	augustus.g15303.t1, augustus.g46296.t1	g15576
OG0002699	augustus.g1531.t1, augustus.g606.t1	g17246
OG0002700	augustus.g15325.t1, augustus.g60578.t1	g52428
OG0002701	augustus.g15333.t1, augustus.g57667.t1	g27415
OG0002702	augustus.g15352.t1, augustus.g41485.t1	g10375
OG0002703	augustus.g15357.t1, augustus.g41481.t1	g10367
OG0002704	augustus.g15362.t1	g1710, g1711
OG0002705	augustus.g15365.t1, augustus.g16526.t1	g11765
OG0002706	augustus.g15366.t1, augustus.g16525.t1	g11764
OG0002707	augustus.g15368.t1, augustus.g16523.t1	g11761
OG0002708	augustus.g15403.t1, augustus.g60580.t1	g26684
OG0002709	augustus.g15404.t1, augustus.g60579.t1	g26683
OG0002710	augustus.g15411.t1, augustus.g51045.t1	g6514
OG0002711	augustus.g15413.t1, augustus.g51047.t1	g6510
OG0002712	augustus.g15414.t1, augustus.g51048.t1	g30229
OG0002713	augustus.g15419.t1, augustus.g6398.t1	g22000
OG0002714	augustus.g15443.t1, augustus.g70439.t1	g45978
OG0002715	augustus.g15481.t1	g22222, g34198
OG0002716	augustus.g15510.t1, augustus.g59634.t1	g53198
OG0002717	augustus.g15511.t1, augustus.g59633.t1	g53199
OG0002718	augustus.g15512.t1, augustus.g59632.t1	g2491
OG0002719	augustus.g1555.t1, augustus.g20984.t1	g6937
OG0002720	augustus.g15571.t1, augustus.g7357.t1	g36613
OG0002721	augustus.g15601.t1, augustus.g39191.t1	g7164
OG0002722	augustus.g15623.t1, augustus.g7551.t1	g17868
OG0002723	augustus.g15639.t1, augustus.g42404.t1	g11750
OG0002724	augustus.g15643.t1, augustus.g42400.t1	g11753
OG0002725	augustus.g15645.t1, augustus.g42399.t1	g11754
OG0002726	augustus.g15646.t1, augustus.g42398.t1	g11755
OG0002727	augustus.g15668.t1, augustus.g61654.t1	g54892
OG0002728	augustus.g15669.t1, augustus.g61655.t1	g5719
OG0002729	augustus.g15671.t1, augustus.g61657.t1	g5721
OG0002730	augustus.g15677.t1, augustus.g61093.t1	g13788
OG0002731	augustus.g15689.t1, augustus.g27336.t1	g8645
OG0002732	augustus.g15704.t1, augustus.g46660.t1	g23455
OG0002733	augustus.g15705.t1, augustus.g46659.t1	g23457
OG0002734	augustus.g15709.t1, augustus.g9943.t1	g23460
OG0002735	augustus.g15711.t1	g37430, g56562
OG0002736	augustus.g15725.t1, augustus.g68180.t1	g31171
OG0002737	augustus.g15732.t1, augustus.g46854.t1	g45055
OG0002738	augustus.g15734.t1, augustus.g39649.t1	g48984
OG0002739	augustus.g15750.t1, augustus.g24772.t1	g31609
OG0002740	augustus.g15779.t1, augustus.g4282.t1	g22506
OG0002741	augustus.g15802.t1, augustus.g64434.t1	g10703
OG0002742	augustus.g15803.t1, augustus.g64433.t1	g17302
OG0002743	augustus.g15804.t1	g11135, g60336
OG0002744	augustus.g1581.t1, augustus.g17111.t1	g43016
OG0002745	augustus.g15811.t1, augustus.g62179.t1	g12792
OG0002746	augustus.g15818.t1, augustus.g45169.t1	g34062
OG0002747	augustus.g1582.t1, augustus.g17112.t1	g43013
OG0002748	augustus.g15821.t1, augustus.g16864.t1	g24780
OG0002749	augustus.g15826.t1, augustus.g16868.t1	g24778
OG0002750	augustus.g1583.t1, augustus.g17113.t1	g43010
OG0002751	augustus.g15846.t1, augustus.g36733.t1	g51691
OG0002752	augustus.g15900.t1, augustus.g54269.t1	g11244
OG0002753	augustus.g15903.t1, augustus.g54272.t1	g11242
OG0002754	augustus.g15905.t1, augustus.g54274.t1	g11237
OG0002755	augustus.g15906.t1, augustus.g54275.t1	g11233
OG0002756	augustus.g15910.t1, augustus.g1839.t1	g62502
OG0002757	augustus.g15941.t1, augustus.g45996.t1	g17977
OG0002758	augustus.g15942.t1, augustus.g45997.t1	g17980
OG0002759	augustus.g15945.t1, augustus.g46001.t1	g18004
OG0002760	augustus.g15947.t1, augustus.g66994.t1	g970
OG0002761	augustus.g1596.t1, augustus.g62595.t1	g10107
OG0002762	augustus.g15992.t1, augustus.g3796.t1	g19517
OG0002763	augustus.g15993.t1, augustus.g3797.t1	g19518
OG0002764	augustus.g15994.t1, augustus.g3798.t1	g19530
OG0002765	augustus.g16008.t1, augustus.g66452.t1	g6798
OG0002766	augustus.g16010.t1, augustus.g19211.t1	g3158
OG0002767	augustus.g16011.t1, augustus.g19210.t1	g3159
OG0002768	augustus.g16013.t1, augustus.g9379.t1	g3163
OG0002769	augustus.g16014.t1, augustus.g19866.t1	g60349
OG0002770	augustus.g16041.t1, augustus.g41473.t1	g41195
OG0002771	augustus.g16048.t1, augustus.g53862.t1	g40228
OG0002772	augustus.g16049.t1, augustus.g53863.t1	g40225
OG0002773	augustus.g16056.t1, augustus.g7060.t1	g36580
OG0002774	augustus.g16060.t1, augustus.g7058.t1	g36582
OG0002775	augustus.g16081.t1, augustus.g58517.t1	g63135
OG0002776	augustus.g16085.t1, augustus.g58520.t1	g42617
OG0002777	augustus.g16087.t1, augustus.g58523.t1	g24809
OG0002778	augustus.g16088.t1, augustus.g58524.t1	g24812
OG0002779	augustus.g16107.t1, augustus.g19346.t1	g13459
OG0002780	augustus.g16108.t1, augustus.g19345.t1	g13461
OG0002781	augustus.g16124.t1, augustus.g41236.t1	g11324
OG0002782	augustus.g16153.t1, augustus.g47982.t1	g26585
OG0002783	augustus.g16154.t1, augustus.g47983.t1	g26582
OG0002784	augustus.g16172.t1, augustus.g37323.t1	g46491
OG0002785	augustus.g16173.t1, augustus.g37322.t1	g52929
OG0002786	augustus.g16207.t1, augustus.g5584.t1	g61344
OG0002787	augustus.g16208.t1, augustus.g5583.t1	g61345
OG0002788	augustus.g16255.t1, augustus.g5615.t1	g640
OG0002789	augustus.g16257.t1, augustus.g47518.t1, augustus.g9523.t1	
OG0002790	augustus.g16271.t1, augustus.g18175.t1	g7415
OG0002791	augustus.g16272.t1, augustus.g18176.t1	g7418
OG0002792	augustus.g16308.t1, augustus.g17137.t1	g54243
OG0002793	augustus.g16361.t1, augustus.g42937.t1	g51776
OG0002794	augustus.g16414.t1, augustus.g3120.t1	g53909
OG0002795	augustus.g16417.t1, augustus.g70000.t1	g16826
OG0002796	augustus.g16419.t1, augustus.g69998.t1	g16824
OG0002797	augustus.g16463.t1, augustus.g53560.t1	g16523
OG0002798	augustus.g16465.t1, augustus.g53562.t1	g16520
OG0002799	augustus.g16485.t1, augustus.g66165.t1	g26111
OG0002800	augustus.g16486.t1, augustus.g66166.t1	g26112
OG0002801	augustus.g16517.t1, augustus.g59091.t1	g55330
OG0002802	augustus.g16560.t1, augustus.g41983.t1	g15934
OG0002803	augustus.g16561.t1, augustus.g41984.t1	g15940
OG0002804	augustus.g16578.t1, augustus.g53548.t1	g45900
OG0002805	augustus.g16579.t1, augustus.g53547.t1	g45897
OG0002806	augustus.g16584.t1, augustus.g41047.t1	g24691
OG0002807	augustus.g16585.t1, augustus.g41048.t1	g24693
OG0002808	augustus.g16588.t1, augustus.g41050.t1	g24697
OG0002809	augustus.g1659.t1, augustus.g51797.t1	g15825
OG0002810	augustus.g1660.t1, augustus.g51796.t1	g15814
OG0002811	augustus.g16600.t1, augustus.g63287.t1	g23410
OG0002812	augustus.g16610.t1, augustus.g56089.t1	g19020
OG0002813	augustus.g16611.t1, augustus.g56090.t1	g19016
OG0002814	augustus.g16613.t1, augustus.g56092.t1	g17475
OG0002815	augustus.g16638.t1, augustus.g2996.t1	g39986
OG0002816	augustus.g16640.t1, augustus.g2998.t1	g24825
OG0002817	augustus.g16659.t1, augustus.g49463.t1	g46503
OG0002818	augustus.g16713.t1, augustus.g4588.t1	g25464
OG0002819	augustus.g16723.t1, augustus.g68014.t1	g44477
OG0002820	augustus.g16777.t1, augustus.g49169.t1	g22799
OG0002821	augustus.g16778.t1, augustus.g49168.t1	g22798
OG0002822	augustus.g16779.t1, augustus.g49167.t1	g22797
OG0002823	augustus.g16780.t1, augustus.g49166.t1	g22796
OG0002824	augustus.g16797.t1, augustus.g66843.t1	g38003
OG0002825	augustus.g16830.t1, augustus.g44815.t1	g59420
OG0002826	augustus.g16833.t1, augustus.g44820.t1	g33379
OG0002827	augustus.g16841.t1, augustus.g52731.t1	g27757
OG0002828	augustus.g16842.t1, augustus.g52732.t1	g27745
OG0002829	augustus.g16845.t1, augustus.g52735.t1	g27740
