WGBS_1	WGBS_2	WGBS_3	RRBS_1	RRBS_2	RRBS_3	MBDBS_1	MBDBS_2	MBDBS_3
183:511464-511466	1.666667	2.068966	0.678426	2.12766	0	6.849315	1.626016	0	2.684564
183:511527-511529	0.787402	0.353357	0.280899	2.222222	0	1.282051	0.909091	0.645161	0
183:511531-511533	1.358696	0.735294	1.436782	2.222222	0	2.941176	1.492537	1.470588	2.479339
183:511552-511554	1.362398	0	0.576369	0	0	2.531646	0.485437	1.37931	0
183:511614-511616	1.95122	0.746269	2.064897	3.333333	0	17.777778	0.757576	0	0
183:511676-511678	0.727273	0.45045	1.077199	0	0	2.702703	1.092896	0	1.923077
183:511680-511682	2.527076	0.454545	1.610018	0	0	2.941176	2.234637	0.775194	1.851852
183:511701-511703	1.712329	0.873362	1.164725	0	7.142857	2.631579	1.069519	0	0.909091
183:511763-511765	1.838235	1.020408	1.623377	0	16.666667	11.111111	0	1.626016	1.904762
1831:116837-116839	0	11.764706	4	0	0	0	0	0	0
1831:116842-116844	0	11.764706	0	0	0	0	0	0	0
1831:116846-116848	0	6.25	0	1.818182	0	0	0	0	0
1831:116850-116852	0	0	0	0	0	0	0	16.666667	28.571429
1831:116890-116892	0	0	0	0	0	0	0	0	0
185:473463-473465	0	0	0	0.147929	0.759878	1.178451	0	0	0
185:473468-473470	5.263158	3.508772	0	0.890208	0.761035	1.346801	0	0	0
185:473478-473480	0	4.761905	0	0.894188	0	0.841751	0	0	8.333333
1900:54597-54599	26.666667	0	38.888889	12.356322	0.546448	5.753968	0	40	20
1900:54619-54621	0	0	18.181818	13.505747	0.182149	0.396825	0	0	0
1900:54662-54664	42.857143	0	27.777778	9.221902	0.905797	7.539683	0	37.5	0
1900:54702-54704	53.333333	0	38.888889	9.770115	1.449275	6.126482	0	25	0
191:699598-699600	0	0	0	2.777778	0	0	0	0	0
191:706091-706093	0	0	13.888889	4.794521	5.555556	9.157509	0	0	0
191:706104-706106	12.5	0	0	0.60423	1.706485	1.529052	0	0	0
191:706134-706136	0	4.545455	2.222222	1.510574	0	1.834862	0	12.5	14.285714
192:873374-873376	0	3.125	0	0.203252	2.813853	0.874636	0	0	0
192:873421-873423	0	0	0	0.790514	1.282051	3.498542	0	0	0
192:873468-873470	0	0	2.739726	1.851852	1.731602	4.105572	0	0	0
192:873518-873520	0	0	1.886792	0.622407	1.479915	2.335766	0	0	0
192:873545-873547	0	0	4.347826	8.759124	39.02439	13.181818	0	0	0
192:874221-874223	0	0	1.265823	0	0	0	0	0	0
192:874268-874270	0	3.125	1.639344	0	0	8.333333	0	0	0
192:874409-874411	0	0	2.439024	8.333333	0	14.285714	0	0	11.111111
192:874456-874458	1.785714	0	1.694915	0	0	14.285714	0	3.571429	0
192:874503-874505	0	0	0.606061	0	0	0	0	0	0
192:881510-881512	1.176471	2.919708	1.162791	0	5.263158	0	0	1.886792	0
1924:2638-2640	0	3.333333	0	0	3.448276	4.819277	0	0	0
1924:2670-2672	5.263158	6.451613	18.181818	4.395604	0	2.597403	28.571429	0	14.285714
1924:2675-2677	5.882353	6.451613	21.212121	8.695652	0	2.39521	20	0	14.285714
1924:2677-2679	0	6.666667	18.181818	5.434783	0	4.191617	21.428571	0	14.285714
1924:2702-2704	5.882353	20	23.333333	2.173913	0	2.721088	53.333333	0	14.285714
1924:9752-9754	21.052632	13.333333	21.875	2.258065	0	2.491103	28.571429	0	14.285714
1924:9756-9758	20	33.333333	12.903226	1.286174	3.370787	1.067616	14.285714	0	0
1924:9762-9764	22.727273	30.769231	38.709677	2.893891	12.359551	2.135231	25	16.666667	28.571429
1924:9764-9766	22.727273	28.571429	41.176471	0.321543	12.359551	2.135231	37.5	0	28.571429
1924:9807-9809	0	0	11.111111	4.823151	7.865169	2.5	0	0	0
1924:9814-9816	6.25	5.555556	11.538462	0.96463	0	1.976285	12.5	14.285714	0
1924:9824-9826	27.272727	4	22.580645	5.067568	3.529412	8.076923	8.333333	16.666667	0
1924:9851-9853	0	5.263158	8.333333	1.27551	2.439024	2.013423	14.285714	0	9.090909
194:925166-925168	0	0	0	0	0.377358	0.359712	0	0	0
194:925183-925185	0	11.111111	0	0	0.377358	0.359712	0	0	0
195:929929-929931	0.546448	1.5625	2.304147	2.040816	0	5.660377	0	0	0
195:929938-929940	1.530612	0	0.434783	0	0	3.773585	0	0	0
195:929941-929943	0.423729	2.325581	1.12782	2.040816	0	7.54717	0	0	0
195:929949-929951	0.413223	1.06383	0.706714	6.122449	0	3.773585	0	1.351351	0
195:929952-929954	1.6	2.105263	0.684932	1.960784	0	5.660377	5.263158	1.315789	0
195:929970-929972	1.246106	0.854701	0.263852	0	0	3.846154	0	0	0
195:929996-929998	0.571429	1.724138	0.234742	0	0	3.846154	0	0	0
195:930008-930010	0.263852	0.793651	0.886918	0	12.5	7.692308	2.941176	1.73913	0
195:930027-930029	3.811659	1.226994	3.578154	0	0	7.692308	2.173913	1.481481	1.470588
195:930131-930133	0.298954	0	0.376884	6.451613	0	17.948718	0	0.492611	3.174603
195:930136-930138	0.749625	0	1.1378	0	0	9.375	0	0.483092	0.8
195:930145-930147	1.275917	1.408451	0.962861	0	0	3.448276	0	1.04712	0.869565
195:930149-930151	2.295082	0.473934	0.564175	0	0	3.703704	1.5625	0.555556	1.769912
1952:108422-108424	1.769912	2.727273	1.5625	0	0	0	3.448276	0	0
1952:108442-108444	0.657895	1.41844	0.757576	0	0	0	0	0	4.761905
1952:108489-108491	1.111111	4.123711	0.414938	0	0	3.846154	1.724138	2.5	2.857143
1952:108495-108497	0.571429	2.116402	0	11.111111	0	0	0	2.5	0
1952:108532-108534	1.744186	1.111111	1.265823	0	0	0	0	0	0
1952:108534-108536	0	0	0.847458	0	0	0	4	2.857143	0
1952:108566-108568	0	3.157895	0.632911	0	0	0	0	0	0
1965:41050-41052	0	1.923077	0	1.226994	0	1.394422	0	0	0
1965:41067-41069	1.315789	3.174603	3.448276	0.613497	0	1.238938	0	0	0
1965:41108-41110	1.694915	0	1.298701	0.766871	0	1.433692	0	0	8.333333
1965:41142-41144	0	0	0	0.611621	0	1.433692	0	0	0
1965:41160-41162	0	6.451613	2.083333	1.223242	0	1.241135	0	0	0
1965:41175-41177	0	0	2.380952	3.601108	5.660377	5	0	0	0
197:304402-304404	50	40	46.153846	43.243243	11.206897	62.030075	20	90	66.666667
197:304409-304411	50	0	38.461538	42.727273	13.157895	45.263158	0	100	40
197:305984-305986	31.818182	23.076923	15.384615	71.666667	25	78.431373	33.333333	16.666667	80
197:305993-305995	65.217391	53.846154	40	80	27.777778	100	16.666667	42.857143	66.666667
197:305997-305999	69.565217	38.461538	50	96.666667	30.555556	80.392157	33.333333	33.333333	83.333333
197:306006-306008	39.130435	20	26.923077	0	0	0	16.666667	60	16.666667
197:306021-306023	73.913043	55.555556	30.555556	76.666667	27.777778	84.313725	37.5	62.5	85.714286
197:306042-306044	47.826087	50	33.333333	96.666667	44.444444	58.823529	37.5	66.666667	50
197:306066-306068	0	0	2.083333	0	0	1.960784	0	16.666667	0
197:306076-306078	77.777778	44.444444	75	91.666667	27.777778	84.313725	44.444444	83.333333	50
197:320919-320921	80	84	76.666667	98.373984	93.832599	93.75	71.428571	80	40
197:321182-321184	72.727273	14.285714	53.333333	40.625	0	35.483871	60	71.428571	50
197:321227-321229	47.368421	54.166667	60.526316	68.75	38.095238	58.064516	50	60	70.588235
197:321257-321259	50	28.571429	34.782609	56.25	28.571429	38.709677	62.5	66.666667	60
197:321268-321270	0	0	15.555556	56.25	0	0	0	0	16.666667
197:321271-321273	95	50	62.790698	100	52.380952	81.25	77.777778	87.5	71.428571
197:321279-321281	60	50	47.826087	59.375	47.619048	53.125	60	62.5	69.230769
197:321284-321286	35.294118	47.619048	56.097561	62.5	42.857143	3.125	77.777778	12.5	53.846154
197:321299-321301	71.428571	38.888889	43.243243	61.538462	45.454545	68.421053	42.857143	85.714286	66.666667
197:397950-397952	68.181818	72.727273	85	84.615385	59.770115	63.428571	100	90.909091	75
197:397957-397959	60.869565	20	42.857143	52.261307	60.550459	61.276596	50	75	33.333333
197:397971-397973	26.086957	0	31.818182	32.338308	44.036697	58.297872	44.444444	15.384615	54.545455
197:397982-397984	37.5	0	53.333333	73.631841	33.944954	58.403361	55.555556	45.454545	87.5
197:398008-398010	88.888889	81.818182	88	83.815029	83.035714	85.294118	90.909091	100	100
197:398014-398016	84.615385	38.461538	95.652174	95.454545	43.902439	76.28866	70	88.235294	100
197:398017-398019	92.307692	84.615385	95.238095	92.727273	97.560976	91.752577	100	100	100
197:398020-398022	96	84.615385	95.238095	94.545455	91.358025	88.659794	66.666667	94.117647	70
197:398026-398028	91.666667	69.230769	95.238095	93.636364	92.682927	83.505155	62.5	100	100
197:398032-398034	95.652174	91.666667	100	99.090909	93.902439	84.536082	100	76.470588	100
197:398050-398052	83.333333	88.888889	100	97.272727	89.02439	75.257732	88.888889	92.307692	80
197:398052-398054	94.117647	77.777778	86.666667	94.545455	87.804878	73.195876	44.444444	83.333333	80
197:398056-398058	81.25	88.888889	93.333333	94.545455	58.536585	59.793814	88.888889	100	80
197:425631-425633	54.545455	100	87.5	89.130435	85.185185	62.5	40	88.888889	100
197:425829-425831	30	92.857143	100	100	87.5	84.057971	91.666667	100	100
197:425840-425842	66.666667	100	100	98.319328	90.909091	92.592593	100	100	100
197:425851-425853	44.444444	93.333333	83.333333	96.183206	99.315068	80.28169	83.333333	87.5	90
197:425876-425878	10	77.777778	86.956522	91.747573	76.136364	73.404255	81.818182	100	100
197:425882-425884	40	50	92	88.990826	66.494845	55.947137	58.333333	90	91.666667
197:425910-425912	88.888889	88.888889	87.878788	90.59633	81.443299	78.854626	90	100	92.307692
197:425921-425923	33.333333	47.058824	91.176471	92.916667	42.105263	33.566434	30.769231	57.142857	90
197:425925-425927	27.272727	41.176471	75.757576	80.208333	8.910891	19.178082	23.076923	42.857143	88.888889
197:425933-425935	100	85	88.235294	83.743842	72.277228	68.376068	78.571429	100	83.333333
197:425940-425942	100	100	90.909091	81.782946	89.430894	83.870968	92.307692	80	100
197:425946-425948	100	45	87.878788	68.093385	52.03252	70.967742	42.857143	100	100
197:425952-425954	100	90	96.969697	94.163424	89.430894	94.354839	100	100	100
197:425968-425970	54.545455	22.222222	63.636364	70.428016	36.885246	37.903226	42.857143	20	58.333333
197:426143-426145	30.769231	38.461538	83.333333	55.045872	54.545455	22.560976	66.666667	20	53.333333
197:426154-426156	100	84.615385	95.454545	90.47619	79.365079	52.380952	100	100	93.333333
197:426157-426159	76.923077	84.615385	95.454545	71.698113	80.487805	51.724138	100	60	87.5
197:426160-426162	71.428571	78.571429	92	94.339623	95.121951	54.385965	100	60	93.75
197:426231-426233	71.428571	60	50	60.377358	56.097561	60	66.666667	66.666667	45.454545
197:426268-426270	37.5	30	45.833333	49.180328	29.268293	49.122807	14.285714	40	42.857143
197:491597-491599	7.692308	28.571429	10	28.787879	16.666667	1.834862	0	33.333333	0
197:501570-501572	53.846154	80	62.5	38.655462	91.666667	20.454545	57.142857	87.5	57.142857
197:501580-501582	46.153846	80	34.615385	41.803279	100	39.772727	85.714286	12.5	28.571429
197:501585-501587	61.538462	73.333333	76.923077	45.378151	95.652174	38.636364	71.428571	88.888889	71.428571
197:501594-501596	54.545455	42.857143	66.666667	36.666667	60.869565	29.545455	33.333333	66.666667	66.666667
197:501644-501646	75	81.818182	81.25	48.695652	100	62.5	100	100	83.333333
197:501654-501656	55.555556	70	76.470588	46.715328	100	35.106383	100	37.5	60
197:676642-676644	83.333333	100	100	93.548387	97.826087	56.603774	93.75	83.333333	100
197:676689-676691	77.777778	100	88.888889	100	100	52	100	100	100
197:676698-676700	80	100	50	71.428571	100	60	100	100	66.666667
197:676715-676717	81.818182	100	100	85.714286	42.857143	40	92.857143	100	83.333333
197:676730-676732	81.818182	100	85.714286	100	100	48	100	100	83.333333
197:676733-676735	90.909091	100	100	85.714286	100	68	100	100	100
197:676740-676742	80	100	100	85.714286	100	48	92.307692	100	100
1982:74737-74739	47.058824	50	50	4.545455	0	0	66.666667	45.454545	33.333333
1982:74744-74746	5.882353	21.428571	6.666667	4.545455	40	33.333333	0	20	0
2:2902872-2902874	100	80	100	100	100	95	88.888889	87.5	75
2:2902886-2902888	100	100	100	100	100	82.5	100	100	100
2:3232224-3232226	100	81.818182	92.307692	98.461538	51.020408	90.322581	90.909091	81.818182	80
2:3232253-3232255	100	63.636364	66.666667	98.571429	35.25641	93.75	100	100	85.714286
2:3232260-3232262	100	63.636364	66.666667	98.571429	51.282051	96.875	100	100	100
20:438616-438618	0	0	0	0.259067	0.237342	0.53816	0	0	0
20:438648-438650	0	0	0	1.123596	0.158103	0.734214	0	0	0
20:438651-438653	0	0	0	0.518583	0.079051	0.831296	9.090909	5.882353	0
20:438653-438655	2.439024	0	0	0.431779	0.237342	0.636631	0	0	0
20:438657-438659	0	0	0	0.863558	0.316206	0.734574	0	5.882353	0
20:438662-438664	0	0	0	0.432152	0.158103	0.978474	0	0	0
20:438669-438671	0	0	0	0.345722	0.555115	0.977995	0	0	0
20:438671-438673	0	3.448276	3.125	0	0.318218	0.92955	0	0	0
20:467513-467515	0	0	0	2.312139	0	2.169197	0	0	0
20:467565-467567	0	0	0	0.106724	0.22779	1.411509	0	0	0
20:467581-467583	0	0	0	0.21322	0.683371	0.76087	0	0	0
2011:62967-62969	25	41.666667	63.157895	64.238411	64.285714	15.891473	71.428571	0	66.666667
2011:62969-62971	77.777778	61.538462	88.235294	81.081081	66.071429	26.744186	85.714286	33.333333	100
2011:63000-63002	0	25	33.333333	29.411765	0	50	28.571429	20	20
2011:63022-63024	14.285714	16.666667	33.333333	33.684211	2.702703	2.970297	28.571429	20	80
2019:89094-89096	50	72.727273	52.631579	58.064516	11.111111	35.714286	30	88.888889	100
2019:89110-89112	50	55.555556	75	77.419355	11.111111	40	75	89.473684	100
2019:89112-89114	50	40	66.666667	77.419355	11.111111	40	58.333333	89.473684	100
2019:89148-89150	58.823529	72.727273	78.26087	96.774194	88.888889	40	100	88.888889	77.777778
2019:89178-89180	70.588235	69.230769	72	93.548387	41.666667	73.333333	88.235294	95	100
2019:89180-89182	70.588235	69.230769	76	90.322581	50	73.333333	94.117647	90	100
2019:89186-89188	62.5	69.230769	76	80.645161	41.666667	40	88.235294	90.47619	100
2032:96661-96663	3.508772	1.075269	1.315789	0.76442	0.504323	1.6826	4.166667	0	0
2032:96709-96711	1.724138	0	2.12766	1.203114	0.541908	1.181853	1.818182	0	3.333333
2032:96763-96765	1.724138	3.614458	4.040404	2.430433	1.157742	1.035276	3.921569	0	0
2032:96765-96767	3.571429	3.658537	2	1.370344	0.830325	1.4198	3.921569	0	0
2032:96772-96774	6.666667	5.194805	1.075269	1.336616	0.830925	0.804906	2.083333	4	4.347826
2032:96800-96802	0	1.315789	3.296703	0.807868	0.688655	1.148985	2.272727	5.555556	0
2032:96823-96825	0	1.219512	2.5	3.633975	3.488372	4.097189	2.857143	0	0
2032:96889-96891	4.651163	1.980198	0	0.32967	0.147275	0.784753	1.923077	0	0
2032:96938-96940	0	2	1.030928	1.363141	0.584795	1.003344	0	0	0
2032:96992-96994	6.666667	0	6.153846	0.907188	0.887574	0.472255	3.225806	13.333333	14.285714
2032:96994-96996	6.818182	3.571429	4.83871	0.55325	0.293255	0	3.333333	7.142857	14.285714
2032:97001-97003	0	0	10.344828	0.69541	1.185185	0.708383	3.703704	7.692308	9.090909
2032:97051-97053	7.692308	3.846154	10.714286	5.178702	11.886792	7.615894	0	0	0
2032:97116-97118	1.587302	0	0	0.716846	0	1.408451	1.136364	0	0
2032:97146-97148	2.380952	1.438849	2.205882	2.34375	0	1.408451	2.222222	0	2.173913
2032:97165-97167	0.787402	2.816901	1.41844	1.545595	0	1.282051	2.150538	0	0
2032:97221-97223	50	35.955056	30.097087	0.243309	1.704545	10	42.622951	68	46.428571
2032:97229-97231	58.181818	65	54.83871	0.248139	0	0	74.193548	93.75	88.888889
2032:97346-97348	0.990099	0.990099	0.787402	0.435864	0.464554	0.725487	4.285714	0	0
2032:97395-97397	0.806452	0.806452	0	0.64135	0.375192	0.927775	0	0	0
2032:97449-97451	6.363636	0.900901	4.511278	2.051699	1.565966	2.332451	5.633803	8.695652	2.439024
2032:97451-97453	5.714286	3.571429	2.238806	1.381649	1.012977	1.753047	4.347826	10	11.363636
2032:97458-97460	1.941748	3.773585	1.574803	1.266393	0.936931	1.687861	4.761905	10.638298	5
2032:97486-97488	0	0	0	1.02971	0.8579	1.982475	0	2.777778	0
2032:97509-97511	1.428571	3.389831	1.111111	31.614731	30.372493	49.750793	4.347826	3.703704	0
2032:97575-97577	5.172414	1.265823	5.263158	1.585903	1.068091	5.136268	2.040816	0	5.882353
2032:97605-97607	0	1.265823	2.970297	2.194656	0.840336	3.144424	2.083333	2.702703	5
2032:97624-97626	1.234568	1.052632	1.680672	1.156611	1.010565	2.185597	1.587302	0	0
2032:97678-97680	3.370787	1.098901	1.851852	1.582779	1.051123	1.513474	3.333333	2.380952	0
2032:97680-97682	2.247191	2.197802	0.943396	1.019108	0.957854	1.034738	3.333333	4.878049	6.666667
2032:97687-97689	1.136364	2.173913	1.834862	1.042654	0.381316	1.071297	3.389831	4.651163	6.896552
2032:97715-97717	1.176471	1.282051	0	0.696203	0.476644	0.552079	5.555556	2.702703	0
2032:97738-97740	1.315789	0	2.803738	3.253135	3.109815	3.904725	0	3.125	0
2032:97804-97806	2.941176	2.325581	2.857143	0	1.176471	1.587302	4	0	0
2032:97853-97855	0	0	0	0	0	0	0	0	0
2032:97907-97909	0	5.882353	2.439024	2.564103	0.8	1.666667	0	0	0
2032:97909-97911	0	3.030303	0	5.128205	0.787402	1.694915	0	0	0
2032:97916-97918	0	0	0	1.315789	0	0	0	0	0
2032:97944-97946	0	0	0	0	0	0	0	0	0
2032:97967-97969	0	2.857143	2.380952	21.052632	25	0	0	0	0
2032:98491-98493	2.12766	2.816901	2.816901	0.901618	0.672495	2.674591	0	0	0
2032:98521-98523	1.470588	0	1.176471	10.797998	0.667111	2.87977	0	0	4.545455
2032:98540-98542	0	0.990099	1.030928	1.491345	0.874243	1.992883	0	0	0
2032:98594-98596	1.470588	4.301075	4.347826	4.226096	0.834492	3.664122	4.255319	0	0
2032:98596-98598	0	2.105263	5.813953	2.799789	1.111111	3.053435	2.12766	0	0
2032:98603-98605	1.515152	1.123596	1.162791	2.740462	0.831025	2.756508	0	2.777778	0
2032:98631-98633	0	1.960784	0	1.852832	0.555556	2.453988	6.896552	0	0
2032:98654-98656	8.163265	4	7.692308	5.250185	5.247691	6.282017	4.545455	0	0
2032:98720-98722	1.818182	2.380952	0.854701	0.674049	0.757166	1.25523	1.265823	0	9.090909
2032:98750-98752	1.666667	1.360544	0.684932	3.812636	1.017699	2.2285	1.123596	0	4.255319
2032:98769-98771	0	0.625	0	1.150539	0.75606	1.434652	0	0	1.960784
2032:98823-98825	1.73913	3.571429	1.910828	4.03071	1.769912	2.475822	3.614458	0	3.030303
2032:98825-98827	0.884956	1.438849	6.493506	2.743022	1.22489	2.219626	7.058824	0	6.060606
2032:98832-98834	2.752294	0.75188	1.986755	2.641784	1.516634	2.061455	3.797468	0	0
2032:98860-98862	0	1.123596	0	1.591512	1.273885	1.944012	3.571429	3.571429	0
2032:98883-98885	4.109589	1.388889	2.884615	5.471629	5.552291	6.587318	2.040816	4.545455	0
2032:98949-98951	0.847458	0.961538	0.75188	0.533501	0.547672	1.417434	2.631579	0	2.5
2032:98979-98981	3.053435	0	1.986755	1.628479	0.865533	1.903041	0	1.694915	6.666667
2032:98998-99000	0	0.8	1.818182	0.641812	0.75969	1.147959	0	0	0
2032:99052-99054	2.259887	1.777778	1.923077	1.49925	0.97384	1.846794	3.174603	0	2.564103
2032:99054-99056	0	0.438596	3.365385	1.008111	0.837139	1.58627	4.8	0	7.692308
2032:99061-99063	4.216867	1.801802	0.970874	1.113043	0.668449	1.502286	1.6	1.587302	5.714286
2032:99089-99091	2.12766	0.966184	1.657459	0.683424	0.687416	1.332637	0	0	3.333333
2032:99112-99114	1.612903	0.510204	2.424242	4.977162	5.448155	8.059619	0	4.761905	0
2032:99127-99129	0	0.613497	1.626016	0.540287	1.16521	2.92656	0	0	6.25
2032:99177-99179	1.818182	2.666667	1.538462	0.842894	0.706273	1.700494	2.666667	0	2.777778
2032:99207-99209	5.426357	2.758621	0.719424	6.60828	0.793	1.946066	5.063291	5	5
2032:99226-99228	0	2.739726	1.775148	1.548779	0.768176	1.931034	0	0	0
2032:99280-99282	0.724638	5.384615	2.97619	3.013892	1.225697	2.319681	2.298851	1.960784	7.894737
2032:99282-99284	2.205882	2.985075	0.606061	2.294229	1.135886	2.183406	2.352941	0	7.692308
2032:99289-99291	3.649635	3.149606	1.204819	2.395068	0.925926	1.889535	2.439024	0	5.555556
2032:99317-99319	2.857143	0	0	1.585799	0.928662	1.818182	3.030303	0	0
2032:99340-99342	1.098901	1.123596	3.100775	5.891043	5.103712	7.174888	0	0	0
2032:99406-99408	3.603604	1.538462	1.25	0.785256	0.832492	1.569665	0	0	5.263158
2032:99436-99438	0.833333	2.419355	2.325581	3.221222	1.265106	2.609993	1.149425	0	5
2032:99455-99457	0.735294	0	2.139037	1.124793	0.911854	1.954349	1	0	0
2032:99509-99511	2.5	4.545455	2.702703	3.103126	1.220442	2.659202	2.247191	1.851852	3.225806
2032:99511-99513	3.361345	3.809524	3.401361	1.708002	0.915332	2.11342	1.176471	0	3.333333
2032:99518-99520	4.8	2.941176	1.388889	2.139163	0.914634	2.427868	1.265823	2.040816	4.166667
2032:99546-99548	1.886792	4.545455	0	1.428571	0.610687	2.073085	0	0	0
2032:99569-99571	2.247191	1.694915	1.06383	6.704669	4.628099	7.456504	0	4.761905	0
2032:99635-99637	1.136364	1.388889	1.980198	1.375786	1.128818	2.5	7.54717	0	3.448276
2032:99665-99667	2.469136	0	1.980198	1.530916	1.473786	2.164432	0	0	6.666667
2032:99684-99686	2.105263	0	2.654867	1.177683	0.939759	1.561745	1.492537	0	0
2032:99738-99740	4.424779	2.142857	2.857143	1.573167	1.065117	2.36812	3.225806	2.173913	6.896552
2032:99740-99742	1.904762	2.797203	3.597122	1.148739	1.088534	1.689355	2.173913	2.173913	14.814815
2032:99747-99749	4.587156	0.694444	2.142857	1.19403	0.846228	1.692965	2.272727	4.444444	4.166667
2032:99775-99777	1.960784	0	0	0.743826	0.846024	1.64042	1.265823	0	0
2032:99798-99800	1.052632	1.449275	3.418803	6.209705	6.161369	6.820855	1.428571	3.448276	0
