Orthogroup	Mcap.protein	Pocillopora_acuta_protein	Total
OG0004253	2	1	3
OG0004254	1	2	3
OG0004255	1	2	3
OG0004256	1	2	3
OG0004257	2	1	3
OG0004258	2	1	3
OG0004259	2	1	3
OG0004260	2	1	3
OG0004261	2	1	3
OG0004262	1	2	3
OG0004263	1	2	3
OG0004264	1	2	3
OG0004265	1	2	3
OG0004266	1	2	3
OG0004267	1	2	3
OG0004268	1	2	3
OG0004269	2	1	3
OG0004270	2	1	3
OG0004271	2	1	3
OG0004272	2	1	3
OG0004273	2	1	3
OG0004274	2	1	3
OG0004275	1	2	3
OG0004276	1	2	3
OG0004277	1	2	3
OG0004278	1	2	3
OG0004279	1	2	3
OG0004280	2	1	3
OG0004281	2	1	3
OG0004282	2	1	3
OG0004283	1	2	3
OG0004284	2	1	3
OG0004285	2	1	3
OG0004286	2	1	3
OG0004287	2	1	3
OG0004288	2	1	3
OG0004289	1	2	3
OG0004290	2	1	3
OG0004291	2	1	3
OG0004292	2	1	3
OG0004293	2	1	3
OG0004294	2	1	3
OG0004295	2	1	3
OG0004296	2	1	3
OG0004297	2	1	3
OG0004298	2	1	3
OG0004299	1	2	3
OG0004300	2	1	3
OG0004301	2	1	3
OG0004302	2	1	3
OG0004303	1	2	3
OG0004304	2	1	3
OG0004305	2	1	3
OG0004306	1	2	3
OG0004307	2	1	3
OG0004308	2	1	3
OG0004309	2	1	3
OG0004310	2	1	3
OG0004311	2	1	3
OG0004312	1	2	3
OG0004313	2	1	3
OG0004314	2	1	3
OG0004315	2	1	3
OG0004316	2	1	3
OG0004317	2	1	3
OG0004318	2	1	3
OG0004319	1	2	3
OG0004320	2	1	3
OG0004321	1	2	3
OG0004322	1	2	3
OG0004323	1	2	3
OG0004324	1	2	3
OG0004325	1	2	3
OG0004326	2	1	3
OG0004327	1	2	3
OG0004328	1	2	3
OG0004329	1	2	3
OG0004330	2	1	3
OG0004331	1	2	3
OG0004332	1	2	3
OG0004333	2	1	3
OG0004334	1	2	3
OG0004335	1	2	3
OG0004336	1	2	3
OG0004337	1	2	3
OG0004338	1	2	3
OG0004339	1	2	3
OG0004340	1	2	3
OG0004341	1	2	3
OG0004342	0	3	3
OG0004343	0	3	3
OG0004344	0	3	3
OG0004345	0	3	3
OG0004346	0	3	3
OG0004347	0	3	3
OG0004348	0	3	3
OG0004349	0	3	3
OG0004350	0	3	3
OG0004351	0	3	3
OG0004352	0	3	3
OG0004353	0	3	3
OG0004354	0	3	3
OG0004355	0	3	3
OG0004356	0	3	3
OG0004357	1	1	2
OG0004358	1	1	2
OG0004359	1	1	2
OG0004360	1	1	2
OG0004361	1	1	2
OG0004362	1	1	2
OG0004363	1	1	2
OG0004364	1	1	2
OG0004365	1	1	2
OG0004366	1	1	2
OG0004367	2	0	2
OG0004368	1	1	2
OG0004369	1	1	2
OG0004370	1	1	2
OG0004371	1	1	2
OG0004372	1	1	2
OG0004373	1	1	2
OG0004374	1	1	2
OG0004375	1	1	2
OG0004376	1	1	2
OG0004377	1	1	2
OG0004378	1	1	2
OG0004379	1	1	2
OG0004380	1	1	2
OG0004381	1	1	2
OG0004382	1	1	2
OG0004383	1	1	2
OG0004384	1	1	2
OG0004385	1	1	2
OG0004386	1	1	2
OG0004387	1	1	2
OG0004388	1	1	2
OG0004389	1	1	2
OG0004390	1	1	2
OG0004391	1	1	2
OG0004392	1	1	2
OG0004393	1	1	2
OG0004394	1	1	2
OG0004395	1	1	2
OG0004396	1	1	2
OG0004397	1	1	2
OG0004398	1	1	2
OG0004399	1	1	2
OG0004400	1	1	2
OG0004401	1	1	2
OG0004402	1	1	2
OG0004403	1	1	2
OG0004404	1	1	2
OG0004405	1	1	2
OG0004406	1	1	2
OG0004407	1	1	2
OG0004408	1	1	2
OG0004409	1	1	2
OG0004410	1	1	2
OG0004411	1	1	2
OG0004412	1	1	2
OG0004413	1	1	2
OG0004414	1	1	2
OG0004415	1	1	2
OG0004416	1	1	2
OG0004417	1	1	2
OG0004418	1	1	2
OG0004419	1	1	2
OG0004420	1	1	2
OG0004421	1	1	2
OG0004422	1	1	2
OG0004423	1	1	2
OG0004424	1	1	2
OG0004425	1	1	2
OG0004426	1	1	2
OG0004427	1	1	2
OG0004428	1	1	2
OG0004429	1	1	2
OG0004430	1	1	2
OG0004431	1	1	2
OG0004432	1	1	2
OG0004433	2	0	2
OG0004434	1	1	2
OG0004435	1	1	2
OG0004436	1	1	2
OG0004437	1	1	2
OG0004438	1	1	2
OG0004439	1	1	2
OG0004440	1	1	2
OG0004441	1	1	2
OG0004442	1	1	2
OG0004443	1	1	2
OG0004444	1	1	2
OG0004445	1	1	2
OG0004446	1	1	2
OG0004447	1	1	2
OG0004448	1	1	2
OG0004449	1	1	2
OG0004450	1	1	2
OG0004451	1	1	2
OG0004452	1	1	2
OG0004453	1	1	2
OG0004454	1	1	2
OG0004455	1	1	2
OG0004456	1	1	2
OG0004457	1	1	2
OG0004458	1	1	2
OG0004459	1	1	2
OG0004460	1	1	2
OG0004461	1	1	2
OG0004462	1	1	2
OG0004463	1	1	2
OG0004464	1	1	2
OG0004465	1	1	2
OG0004466	1	1	2
OG0004467	1	1	2
OG0004468	1	1	2
OG0004469	1	1	2
OG0004470	1	1	2
OG0004471	1	1	2
OG0004472	1	1	2
OG0004473	1	1	2
OG0004474	1	1	2
OG0004475	1	1	2
OG0004476	1	1	2
OG0004477	1	1	2
OG0004478	1	1	2
OG0004479	1	1	2
OG0004480	1	1	2
OG0004481	1	1	2
OG0004482	1	1	2
OG0004483	1	1	2
OG0004484	1	1	2
OG0004485	1	1	2
OG0004486	1	1	2
OG0004487	1	1	2
OG0004488	1	1	2
OG0004489	1	1	2
OG0004490	1	1	2
OG0004491	1	1	2
OG0004492	1	1	2
OG0004493	1	1	2
OG0004494	1	1	2
OG0004495	1	1	2
OG0004496	1	1	2
OG0004497	1	1	2
OG0004498	1	1	2
OG0004499	1	1	2
OG0004500	1	1	2
OG0004501	1	1	2
OG0004502	1	1	2
OG0004503	1	1	2
OG0004504	1	1	2
OG0004505	1	1	2
OG0004506	1	1	2
OG0004507	1	1	2
OG0004508	1	1	2
OG0004509	1	1	2
OG0004510	1	1	2
OG0004511	1	1	2
OG0004512	1	1	2
OG0004513	1	1	2
OG0004514	1	1	2
OG0004515	1	1	2
OG0004516	1	1	2
OG0004517	1	1	2
OG0004518	1	1	2
OG0004519	1	1	2
OG0004520	1	1	2
OG0004521	1	1	2
OG0004522	1	1	2
OG0004523	1	1	2
OG0004524	1	1	2
OG0004525	1	1	2
OG0004526	1	1	2
OG0004527	1	1	2
OG0004528	1	1	2
OG0004529	1	1	2
OG0004530	1	1	2
OG0004531	1	1	2
OG0004532	1	1	2
OG0004533	1	1	2
OG0004534	1	1	2
OG0004535	1	1	2
OG0004536	1	1	2
OG0004537	1	1	2
OG0004538	1	1	2
OG0004539	1	1	2
OG0004540	1	1	2
OG0004541	1	1	2
OG0004542	1	1	2
OG0004543	1	1	2
OG0004544	1	1	2
OG0004545	1	1	2
OG0004546	1	1	2
OG0004547	1	1	2
OG0004548	1	1	2
OG0004549	1	1	2
OG0004550	1	1	2
OG0004551	1	1	2
OG0004552	1	1	2
OG0004553	1	1	2
OG0004554	1	1	2
OG0004555	1	1	2
OG0004556	1	1	2
OG0004557	1	1	2
OG0004558	1	1	2
OG0004559	1	1	2
OG0004560	1	1	2
OG0004561	1	1	2
OG0004562	1	1	2
OG0004563	1	1	2
OG0004564	1	1	2
OG0004565	1	1	2
OG0004566	1	1	2
OG0004567	1	1	2
OG0004568	1	1	2
OG0004569	1	1	2
OG0004570	1	1	2
OG0004571	1	1	2
OG0004572	1	1	2
OG0004573	1	1	2
OG0004574	1	1	2
OG0004575	1	1	2
OG0004576	1	1	2
OG0004577	1	1	2
OG0004578	1	1	2
OG0004579	1	1	2
OG0004580	1	1	2
OG0004581	1	1	2
OG0004582	1	1	2
OG0004583	1	1	2
OG0004584	1	1	2
OG0004585	1	1	2
OG0004586	1	1	2
OG0004587	1	1	2
OG0004588	1	1	2
OG0004589	1	1	2
OG0004590	1	1	2
OG0004591	1	1	2
OG0004592	1	1	2
OG0004593	1	1	2
OG0004594	1	1	2
OG0004595	1	1	2
OG0004596	1	1	2
OG0004597	1	1	2
OG0004598	1	1	2
OG0004599	1	1	2
OG0004600	1	1	2
OG0004601	1	1	2
OG0004602	1	1	2
OG0004603	1	1	2
OG0004604	1	1	2
OG0004605	1	1	2
OG0004606	1	1	2
OG0004607	1	1	2
OG0004608	1	1	2
OG0004609	1	1	2
OG0004610	1	1	2
OG0004611	1	1	2
OG0004612	1	1	2
OG0004613	1	1	2
OG0004614	1	1	2
OG0004615	1	1	2
OG0004616	1	1	2
OG0004617	1	1	2
OG0004618	1	1	2
OG0004619	1	1	2
OG0004620	1	1	2
OG0004621	1	1	2
OG0004622	1	1	2
OG0004623	1	1	2
OG0004624	1	1	2
OG0004625	1	1	2
OG0004626	1	1	2
OG0004627	1	1	2
OG0004628	1	1	2
OG0004629	1	1	2
OG0004630	1	1	2
OG0004631	1	1	2
OG0004632	1	1	2
OG0004633	1	1	2
OG0004634	1	1	2
OG0004635	1	1	2
OG0004636	1	1	2
OG0004637	1	1	2
OG0004638	1	1	2
OG0004639	1	1	2
OG0004640	1	1	2
OG0004641	1	1	2
OG0004642	1	1	2
OG0004643	1	1	2
OG0004644	1	1	2
OG0004645	1	1	2
OG0004646	1	1	2
OG0004647	1	1	2
OG0004648	1	1	2
OG0004649	1	1	2
OG0004650	1	1	2
OG0004651	1	1	2
OG0004652	1	1	2
OG0004653	1	1	2
OG0004654	1	1	2
OG0004655	1	1	2
OG0004656	1	1	2
OG0004657	1	1	2
OG0004658	1	1	2
OG0004659	1	1	2
OG0004660	1	1	2
OG0004661	1	1	2
OG0004662	1	1	2
OG0004663	1	1	2
OG0004664	1	1	2
OG0004665	1	1	2
OG0004666	1	1	2
OG0004667	1	1	2
OG0004668	1	1	2
OG0004669	1	1	2
OG0004670	1	1	2
OG0004671	1	1	2
OG0004672	1	1	2
OG0004673	1	1	2
OG0004674	1	1	2
OG0004675	1	1	2
OG0004676	1	1	2
OG0004677	1	1	2
OG0004678	1	1	2
OG0004679	1	1	2
OG0004680	1	1	2
OG0004681	1	1	2
OG0004682	1	1	2
OG0004683	1	1	2
OG0004684	1	1	2
OG0004685	1	1	2
OG0004686	1	1	2
OG0004687	1	1	2
OG0004688	1	1	2
OG0004689	1	1	2
OG0004690	1	1	2
OG0004691	1	1	2
OG0004692	1	1	2
OG0004693	1	1	2
OG0004694	1	1	2
OG0004695	1	1	2
OG0004696	1	1	2
OG0004697	2	0	2
OG0004698	1	1	2
OG0004699	1	1	2
OG0004700	1	1	2
OG0004701	1	1	2
OG0004702	1	1	2
OG0004703	1	1	2
OG0004704	1	1	2
OG0004705	1	1	2
OG0004706	1	1	2
OG0004707	1	1	2
OG0004708	1	1	2
OG0004709	1	1	2
OG0004710	1	1	2
OG0004711	1	1	2
OG0004712	1	1	2
OG0004713	1	1	2
OG0004714	1	1	2
OG0004715	1	1	2
OG0004716	1	1	2
OG0004717	1	1	2
OG0004718	1	1	2
OG0004719	1	1	2
OG0004720	1	1	2
OG0004721	1	1	2
OG0004722	1	1	2
OG0004723	1	1	2
OG0004724	1	1	2
OG0004725	1	1	2
OG0004726	1	1	2
OG0004727	1	1	2
OG0004728	1	1	2
OG0004729	1	1	2
OG0004730	1	1	2
OG0004731	1	1	2
OG0004732	1	1	2
OG0004733	1	1	2
OG0004734	1	1	2
OG0004735	1	1	2
OG0004736	1	1	2
OG0004737	1	1	2
OG0004738	1	1	2
OG0004739	1	1	2
OG0004740	1	1	2
OG0004741	1	1	2
OG0004742	1	1	2
OG0004743	1	1	2
OG0004744	1	1	2
OG0004745	1	1	2
OG0004746	1	1	2
OG0004747	1	1	2
OG0004748	1	1	2
OG0004749	1	1	2
OG0004750	1	1	2
OG0004751	1	1	2
OG0004752	1	1	2
OG0004753	1	1	2
OG0004754	1	1	2
OG0004755	1	1	2
OG0004756	1	1	2
OG0004757	1	1	2
OG0004758	1	1	2
OG0004759	1	1	2
OG0004760	1	1	2
OG0004761	1	1	2
OG0004762	1	1	2
OG0004763	1	1	2
OG0004764	1	1	2
OG0004765	1	1	2
OG0004766	1	1	2
OG0004767	1	1	2
OG0004768	1	1	2
OG0004769	1	1	2
OG0004770	1	1	2
OG0004771	1	1	2
OG0004772	1	1	2
OG0004773	1	1	2
OG0004774	1	1	2
OG0004775	1	1	2
OG0004776	1	1	2
OG0004777	1	1	2
OG0004778	1	1	2
OG0004779	1	1	2
OG0004780	1	1	2
OG0004781	1	1	2
OG0004782	1	1	2
OG0004783	1	1	2
OG0004784	1	1	2
OG0004785	1	1	2
OG0004786	1	1	2
OG0004787	1	1	2
OG0004788	1	1	2
OG0004789	1	1	2
OG0004790	1	1	2
OG0004791	1	1	2
OG0004792	1	1	2
OG0004793	1	1	2
OG0004794	1	1	2
OG0004795	1	1	2
OG0004796	1	1	2
OG0004797	1	1	2
OG0004798	1	1	2
OG0004799	1	1	2
OG0004800	1	1	2
OG0004801	1	1	2
OG0004802	1	1	2
OG0004803	1	1	2
OG0004804	1	1	2
OG0004805	1	1	2
OG0004806	1	1	2
OG0004807	1	1	2
OG0004808	1	1	2
OG0004809	1	1	2
OG0004810	1	1	2
OG0004811	1	1	2
OG0004812	1	1	2
OG0004813	1	1	2
OG0004814	1	1	2
OG0004815	1	1	2
OG0004816	1	1	2
OG0004817	1	1	2
OG0004818	1	1	2
OG0004819	2	0	2
OG0004820	1	1	2
OG0004821	1	1	2
OG0004822	1	1	2
OG0004823	1	1	2
OG0004824	1	1	2
OG0004825	1	1	2
OG0004826	1	1	2
OG0004827	1	1	2
OG0004828	1	1	2
OG0004829	1	1	2
OG0004830	1	1	2
OG0004831	1	1	2
OG0004832	1	1	2
OG0004833	1	1	2
OG0004834	1	1	2
OG0004835	1	1	2
OG0004836	1	1	2
OG0004837	1	1	2
OG0004838	1	1	2
OG0004839	1	1	2
OG0004840	1	1	2
OG0004841	1	1	2
OG0004842	1	1	2
OG0004843	1	1	2
OG0004844	1	1	2
OG0004845	1	1	2
OG0004846	1	1	2
OG0004847	1	1	2
OG0004848	1	1	2
OG0004849	1	1	2
OG0004850	1	1	2
OG0004851	1	1	2
OG0004852	1	1	2
OG0004853	1	1	2
OG0004854	1	1	2
OG0004855	1	1	2
OG0004856	1	1	2
OG0004857	1	1	2
OG0004858	1	1	2
OG0004859	1	1	2
OG0004860	1	1	2
OG0004861	1	1	2
OG0004862	1	1	2
OG0004863	1	1	2
OG0004864	1	1	2
OG0004865	1	1	2
OG0004866	1	1	2
OG0004867	1	1	2
OG0004868	1	1	2
OG0004869	1	1	2
OG0004870	1	1	2
OG0004871	1	1	2
OG0004872	1	1	2
OG0004873	1	1	2
OG0004874	1	1	2
OG0004875	1	1	2
OG0004876	2	0	2
OG0004877	1	1	2
OG0004878	1	1	2
OG0004879	1	1	2
OG0004880	1	1	2
OG0004881	1	1	2
OG0004882	1	1	2
OG0004883	1	1	2
OG0004884	1	1	2
OG0004885	1	1	2
OG0004886	1	1	2
OG0004887	1	1	2
OG0004888	1	1	2
OG0004889	1	1	2
OG0004890	1	1	2
OG0004891	1	1	2
OG0004892	1	1	2
OG0004893	1	1	2
OG0004894	1	1	2
OG0004895	1	1	2
OG0004896	1	1	2
OG0004897	1	1	2
OG0004898	1	1	2
OG0004899	1	1	2
OG0004900	1	1	2
OG0004901	1	1	2
OG0004902	1	1	2
OG0004903	1	1	2
OG0004904	1	1	2
OG0004905	2	0	2
OG0004906	1	1	2
OG0004907	1	1	2
OG0004908	1	1	2
OG0004909	1	1	2
OG0004910	1	1	2
OG0004911	1	1	2
OG0004912	1	1	2
OG0004913	1	1	2
OG0004914	1	1	2
OG0004915	1	1	2
OG0004916	1	1	2
OG0004917	1	1	2
OG0004918	1	1	2
OG0004919	1	1	2
OG0004920	1	1	2
OG0004921	1	1	2
OG0004922	1	1	2
OG0004923	1	1	2
OG0004924	1	1	2
OG0004925	1	1	2
OG0004926	1	1	2
OG0004927	1	1	2
OG0004928	1	1	2
OG0004929	1	1	2
OG0004930	1	1	2
OG0004931	1	1	2
OG0004932	1	1	2
OG0004933	1	1	2
OG0004934	1	1	2
OG0004935	1	1	2
OG0004936	1	1	2
OG0004937	1	1	2
OG0004938	1	1	2
OG0004939	1	1	2
OG0004940	1	1	2
OG0004941	1	1	2
OG0004942	1	1	2
OG0004943	1	1	2
OG0004944	1	1	2
OG0004945	1	1	2
OG0004946	1	1	2
OG0004947	1	1	2
OG0004948	1	1	2
OG0004949	1	1	2
OG0004950	1	1	2
OG0004951	1	1	2
OG0004952	1	1	2
OG0004953	1	1	2
OG0004954	1	1	2
OG0004955	1	1	2
OG0004956	1	1	2
OG0004957	1	1	2
OG0004958	1	1	2
OG0004959	1	1	2
OG0004960	1	1	2
OG0004961	1	1	2
OG0004962	1	1	2
OG0004963	1	1	2
OG0004964	1	1	2
OG0004965	1	1	2
OG0004966	1	1	2
OG0004967	1	1	2
OG0004968	1	1	2
OG0004969	1	1	2
OG0004970	1	1	2
OG0004971	1	1	2
OG0004972	1	1	2
OG0004973	1	1	2
OG0004974	1	1	2
OG0004975	1	1	2
OG0004976	1	1	2
OG0004977	1	1	2
OG0004978	1	1	2
OG0004979	1	1	2
OG0004980	1	1	2
OG0004981	1	1	2
OG0004982	1	1	2
OG0004983	1	1	2
OG0004984	1	1	2
OG0004985	1	1	2
OG0004986	1	1	2
OG0004987	1	1	2
OG0004988	1	1	2
OG0004989	1	1	2
OG0004990	1	1	2
OG0004991	1	1	2
OG0004992	1	1	2
OG0004993	1	1	2
OG0004994	1	1	2
OG0004995	1	1	2
OG0004996	1	1	2
OG0004997	1	1	2
OG0004998	1	1	2
OG0004999	1	1	2
OG0005000	1	1	2
OG0005001	1	1	2
OG0005002	1	1	2
OG0005003	1	1	2
OG0005004	1	1	2
OG0005005	1	1	2
OG0005006	1	1	2
OG0005007	1	1	2
OG0005008	1	1	2
OG0005009	1	1	2
OG0005010	1	1	2
OG0005011	1	1	2
OG0005012	1	1	2
OG0005013	1	1	2
OG0005014	1	1	2
OG0005015	1	1	2
OG0005016	1	1	2
OG0005017	1	1	2
OG0005018	1	1	2
OG0005019	1	1	2
OG0005020	1	1	2
OG0005021	1	1	2
OG0005022	1	1	2
OG0005023	1	1	2
OG0005024	1	1	2
OG0005025	1	1	2
OG0005026	1	1	2
OG0005027	1	1	2
OG0005028	1	1	2
OG0005029	1	1	2
OG0005030	2	0	2
OG0005031	1	1	2
OG0005032	1	1	2
OG0005033	1	1	2
OG0005034	1	1	2
OG0005035	1	1	2
OG0005036	1	1	2
OG0005037	1	1	2
OG0005038	1	1	2
OG0005039	1	1	2
OG0005040	1	1	2
OG0005041	1	1	2
OG0005042	1	1	2
OG0005043	1	1	2
OG0005044	1	1	2
OG0005045	1	1	2
OG0005046	1	1	2
OG0005047	1	1	2
OG0005048	1	1	2
OG0005049	1	1	2
OG0005050	1	1	2
OG0005051	1	1	2
OG0005052	1	1	2
OG0005053	1	1	2
OG0005054	1	1	2
OG0005055	1	1	2
OG0005056	1	1	2
OG0005057	1	1	2
OG0005058	1	1	2
OG0005059	1	1	2
OG0005060	1	1	2
OG0005061	1	1	2
OG0005062	1	1	2
OG0005063	1	1	2
OG0005064	1	1	2
OG0005065	1	1	2
OG0005066	1	1	2
OG0005067	1	1	2
OG0005068	1	1	2
OG0005069	1	1	2
OG0005070	1	1	2
OG0005071	1	1	2
OG0005072	1	1	2
OG0005073	1	1	2
OG0005074	1	1	2
OG0005075	1	1	2
OG0005076	1	1	2
OG0005077	1	1	2
OG0005078	1	1	2
OG0005079	1	1	2
OG0005080	1	1	2
OG0005081	1	1	2
OG0005082	1	1	2
OG0005083	1	1	2
OG0005084	1	1	2
OG0005085	1	1	2
OG0005086	1	1	2
OG0005087	1	1	2
OG0005088	1	1	2
OG0005089	1	1	2
OG0005090	1	1	2
OG0005091	1	1	2
OG0005092	1	1	2
OG0005093	1	1	2
OG0005094	1	1	2
OG0005095	1	1	2
OG0005096	1	1	2
OG0005097	1	1	2
OG0005098	1	1	2
OG0005099	1	1	2
OG0005100	1	1	2
OG0005101	1	1	2
OG0005102	1	1	2
OG0005103	1	1	2
OG0005104	1	1	2
OG0005105	1	1	2
OG0005106	1	1	2
OG0005107	1	1	2
OG0005108	1	1	2
OG0005109	1	1	2
OG0005110	1	1	2
OG0005111	1	1	2
OG0005112	1	1	2
OG0005113	1	1	2
OG0005114	1	1	2
OG0005115	1	1	2
OG0005116	1	1	2
OG0005117	1	1	2
OG0005118	1	1	2
OG0005119	1	1	2
OG0005120	1	1	2
OG0005121	1	1	2
OG0005122	1	1	2
OG0005123	1	1	2
OG0005124	1	1	2
OG0005125	1	1	2
OG0005126	1	1	2
OG0005127	1	1	2
OG0005128	1	1	2
OG0005129	1	1	2
OG0005130	1	1	2
OG0005131	1	1	2
OG0005132	1	1	2
OG0005133	1	1	2
OG0005134	2	0	2
OG0005135	1	1	2
OG0005136	1	1	2
OG0005137	1	1	2
OG0005138	1	1	2
OG0005139	1	1	2
OG0005140	1	1	2
OG0005141	1	1	2
OG0005142	1	1	2
OG0005143	1	1	2
OG0005144	1	1	2
OG0005145	1	1	2
OG0005146	1	1	2
OG0005147	1	1	2
OG0005148	1	1	2
OG0005149	1	1	2
OG0005150	1	1	2
OG0005151	1	1	2
OG0005152	1	1	2
OG0005153	1	1	2
OG0005154	1	1	2
OG0005155	1	1	2
OG0005156	1	1	2
OG0005157	1	1	2
OG0005158	1	1	2
OG0005159	1	1	2
OG0005160	1	1	2
OG0005161	1	1	2
OG0005162	1	1	2
OG0005163	1	1	2
OG0005164	1	1	2
OG0005165	1	1	2
OG0005166	1	1	2
OG0005167	1	1	2
OG0005168	1	1	2
OG0005169	1	1	2
OG0005170	1	1	2
OG0005171	1	1	2
OG0005172	1	1	2
OG0005173	1	1	2
OG0005174	1	1	2
OG0005175	1	1	2
OG0005176	1	1	2
OG0005177	1	1	2
OG0005178	1	1	2
OG0005179	1	1	2
OG0005180	1	1	2
OG0005181	1	1	2
OG0005182	1	1	2
OG0005183	1	1	2
OG0005184	1	1	2
OG0005185	1	1	2
OG0005186	1	1	2
OG0005187	1	1	2
OG0005188	1	1	2
OG0005189	1	1	2
OG0005190	1	1	2
OG0005191	1	1	2
OG0005192	1	1	2
OG0005193	1	1	2
OG0005194	1	1	2
OG0005195	1	1	2
OG0005196	1	1	2
OG0005197	1	1	2
OG0005198	1	1	2
OG0005199	1	1	2
OG0005200	1	1	2
OG0005201	1	1	2
OG0005202	1	1	2
OG0005203	1	1	2
OG0005204	1	1	2
OG0005205	1	1	2
OG0005206	1	1	2
OG0005207	1	1	2
OG0005208	1	1	2
OG0005209	1	1	2
OG0005210	1	1	2
OG0005211	1	1	2
OG0005212	1	1	2
OG0005213	1	1	2
OG0005214	1	1	2
OG0005215	1	1	2
OG0005216	1	1	2
OG0005217	1	1	2
OG0005218	1	1	2
OG0005219	1	1	2
OG0005220	1	1	2
OG0005221	1	1	2
OG0005222	1	1	2
OG0005223	1	1	2
OG0005224	1	1	2
OG0005225	1	1	2
OG0005226	1	1	2
OG0005227	1	1	2
OG0005228	1	1	2
OG0005229	1	1	2
OG0005230	1	1	2
OG0005231	1	1	2
OG0005232	1	1	2
OG0005233	1	1	2
OG0005234	1	1	2
OG0005235	1	1	2
OG0005236	1	1	2
OG0005237	1	1	2
OG0005238	1	1	2
OG0005239	1	1	2
OG0005240	1	1	2
OG0005241	1	1	2
OG0005242	1	1	2
OG0005243	1	1	2
OG0005244	1	1	2
OG0005245	1	1	2
OG0005246	1	1	2
OG0005247	1	1	2
OG0005248	1	1	2
OG0005249	1	1	2
OG0005250	1	1	2
OG0005251	1	1	2
OG0005252	1	1	2
OG0005253	1	1	2
OG0005254	1	1	2
OG0005255	1	1	2
OG0005256	1	1	2
OG0005257	1	1	2
OG0005258	1	1	2
OG0005259	1	1	2
OG0005260	1	1	2
OG0005261	1	1	2
OG0005262	1	1	2
OG0005263	1	1	2
OG0005264	1	1	2
OG0005265	1	1	2
OG0005266	1	1	2
OG0005267	1	1	2
OG0005268	1	1	2
OG0005269	1	1	2
OG0005270	1	1	2
OG0005271	1	1	2
OG0005272	1	1	2
OG0005273	1	1	2
OG0005274	1	1	2
OG0005275	1	1	2
OG0005276	1	1	2
OG0005277	1	1	2
OG0005278	1	1	2
OG0005279	1	1	2
OG0005280	1	1	2
OG0005281	1	1	2
OG0005282	1	1	2
OG0005283	1	1	2
OG0005284	1	1	2
OG0005285	1	1	2
OG0005286	1	1	2
OG0005287	1	1	2
OG0005288	1	1	2
OG0005289	1	1	2
OG0005290	1	1	2
OG0005291	1	1	2
OG0005292	1	1	2
OG0005293	1	1	2
OG0005294	1	1	2
OG0005295	1	1	2
OG0005296	1	1	2
OG0005297	1	1	2
OG0005298	1	1	2
OG0005299	1	1	2
OG0005300	1	1	2
OG0005301	1	1	2
OG0005302	1	1	2
OG0005303	1	1	2
OG0005304	1	1	2
OG0005305	1	1	2
OG0005306	1	1	2
OG0005307	1	1	2
OG0005308	1	1	2
OG0005309	1	1	2
OG0005310	1	1	2
OG0005311	1	1	2
OG0005312	1	1	2
OG0005313	1	1	2
OG0005314	1	1	2
OG0005315	1	1	2
OG0005316	1	1	2
OG0005317	1	1	2
OG0005318	1	1	2
OG0005319	1	1	2
OG0005320	1	1	2
OG0005321	1	1	2
OG0005322	1	1	2
OG0005323	1	1	2
OG0005324	1	1	2
OG0005325	1	1	2
OG0005326	1	1	2
OG0005327	1	1	2
OG0005328	1	1	2
OG0005329	1	1	2
OG0005330	1	1	2
OG0005331	1	1	2
OG0005332	1	1	2
OG0005333	1	1	2
OG0005334	1	1	2
OG0005335	1	1	2
OG0005336	1	1	2
OG0005337	1	1	2
OG0005338	1	1	2
OG0005339	1	1	2
OG0005340	1	1	2
OG0005341	1	1	2
OG0005342	1	1	2
OG0005343	1	1	2
OG0005344	1	1	2
OG0005345	1	1	2
OG0005346	1	1	2
OG0005347	1	1	2
OG0005348	1	1	2
OG0005349	1	1	2
OG0005350	1	1	2
OG0005351	1	1	2
OG0005352	1	1	2
OG0005353	1	1	2
OG0005354	1	1	2
OG0005355	1	1	2
OG0005356	1	1	2
OG0005357	1	1	2
OG0005358	1	1	2
OG0005359	1	1	2
OG0005360	1	1	2
OG0005361	1	1	2
OG0005362	1	1	2
OG0005363	1	1	2
OG0005364	1	1	2
OG0005365	1	1	2
OG0005366	1	1	2
OG0005367	1	1	2
OG0005368	1	1	2
OG0005369	1	1	2
OG0005370	1	1	2
OG0005371	1	1	2
OG0005372	1	1	2
OG0005373	1	1	2
OG0005374	1	1	2
OG0005375	1	1	2
OG0005376	1	1	2
OG0005377	1	1	2
OG0005378	1	1	2
OG0005379	1	1	2
OG0005380	1	1	2
OG0005381	1	1	2
OG0005382	1	1	2
OG0005383	1	1	2
OG0005384	1	1	2
OG0005385	1	1	2
OG0005386	1	1	2
OG0005387	1	1	2
OG0005388	1	1	2
OG0005389	1	1	2
OG0005390	1	1	2
OG0005391	1	1	2
OG0005392	1	1	2
OG0005393	1	1	2
OG0005394	1	1	2
OG0005395	1	1	2
OG0005396	1	1	2
OG0005397	1	1	2
OG0005398	1	1	2
OG0005399	1	1	2
OG0005400	1	1	2
OG0005401	1	1	2
OG0005402	1	1	2
OG0005403	1	1	2
OG0005404	1	1	2
OG0005405	1	1	2
OG0005406	1	1	2
OG0005407	1	1	2
OG0005408	1	1	2
OG0005409	1	1	2
OG0005410	1	1	2
OG0005411	1	1	2
OG0005412	1	1	2
OG0005413	1	1	2
OG0005414	1	1	2
OG0005415	1	1	2
OG0005416	1	1	2
