"","PolyA_1041","PolyA_1471","PolyA_1637","RiboDep_1041","RiboDep_1471","RiboDep_1637"
"g18712",1603,1375,1421,2705,1702,2070
"g18717",172,98,109,158,119,152
"g18725",298,210,250,151,94,112
"g18751",83,54,65,129,121,153
"g18750",85,75,48,111,80,118
"g18752",10,14,3,25,32,18
"g18754",92,81,91,34,28,31
"g18761",478,278,298,151,76,138
"g18756",0,0,0,8,3,5
"g18757",2933,2255,2399,1013,757,850
"g18773",22,27,40,90,35,60
"g18776",613,408,329,257,107,156
"g18785",34,30,8,43,46,49
"g18801",234,170,205,339,138,285
"g18805",0,0,0,7,8,3
"g18811",318,291,286,532,408,438
"g18816",231,171,165,83,72,70
"g18823",225,147,197,337,223,300
"g18826",1415,1026,986,520,474,511
"g18830",280,267,197,354,169,258
"g18834",6658,6184,5364,10474,6122,8657
"g18839",263,280,292,129,92,97
"g18841",280,241,238,136,69,115
"g18846",584,427,453,214,137,159
"g18851",133,174,138,211,205,173
"g18869",66,36,56,155,86,117
"g18873",668,455,527,670,813,792
"g18884",0,0,0,15,8,8
"g18892",75,44,37,388,388,337
"g18911",26,22,23,45,56,54
"g18914",21,13,11,41,17,32
"g18906",90,52,40,95,72,74
"g18910",215,246,149,73,61,82
"g18922",151,90,110,149,114,124
"g18958",61,45,64,100,130,101
"g18968",59,75,95,315,200,242
"g18967",34,38,23,133,67,101
"g18981",91,105,50,165,267,235
"g18983",34,36,49,67,140,125
"g19008",102,75,76,174,100,79
"g19009",54,34,40,100,60,49
"g18988",166,185,106,537,114,261
"g18989",1024,501,549,1367,969,1075
"g18995",1783,1294,1136,678,345,436
"g18986",20,15,0,84,28,60
"g19002",924,483,627,346,140,236
"g19019",15,14,18,33,25,21
"g19021",227,222,171,204,214,273
"g19026",121,72,81,133,188,202
"g19040",75,47,67,145,75,98
"g19041",1868,1185,1313,1501,1049,1115
"g19058",27,16,30,80,34,42
"g19050",77,99,101,94,192,140
"g19048",273,249,267,389,273,375
"g19051",254,319,197,460,638,550
"g19062",0,0,0,15,9,8
"g19067",562,380,358,240,181,216
"g19094",30,39,21,51,36,47
"g19099",0,0,0,3,3,9
"g19118",330,199,223,96,71,94
"g19133",1539,1018,982,2852,2057,2567
"g19136",129,80,56,207,87,113
"g19150",0,0,0,13,14,17
"g19157",400,374,459,210,137,177
"g19158",0,0,0,34,22,40
"g19159",0,0,0,47,12,29
"g19160",33,31,28,82,32,49
"g19162",97,121,119,212,75,179
"g19166",877,695,637,420,191,310
"g19208",166,109,163,337,291,395
"g19209",0,0,0,61,26,51
"g19215",91,116,89,219,105,212
"g19225",46,19,16,78,96,69
"g19226",49,29,45,81,109,91
"g19228",537,415,420,909,679,885
"g19246",69,37,50,371,303,380
"g19248",93,59,80,97,126,144
"g19256",13,15,9,23,27,35
"g19260",174,106,121,293,195,286
"g19274",72,60,64,72,93,81
"g19280",271,229,215,267,180,282
"g19281",51,10,41,117,172,153
"g19282",7,8,16,18,32,26
"g19291",0,7,8,31,24,21
"g19307",319,207,244,476,205,245
"g19340",69,64,70,123,86,106
"g19342",212,149,153,373,176,202
"g19346",941,717,611,313,258,213
"g19367",2,0,4,32,8,24
"g19354",263,131,140,101,39,44
"g19360",1347,1223,914,695,398,551
"g19363",73,56,55,376,278,329
"g19407",357,217,181,116,89,88
"g19411",62,42,36,90,73,65
"g19423",29,36,37,170,224,221
"g19429",510,430,383,576,448,496
"g19430",100,93,92,131,130,105
"g19431",319,249,200,429,266,259
"g19447",0,0,0,15,13,17
"g19444",9,16,23,49,27,39
"g19461",69,32,34,200,112,95
"g19462",61,73,26,200,108,151
"g19466",6,6,0,39,26,15
"g19463",78,68,83,139,96,145
"g19465",293,248,244,141,90,101
"g19474",42,17,42,44,51,74
"g19479",124,109,83,190,143,130
"g19487",19,37,28,110,82,102
"g19488",16,12,20,42,26,23
"g19484",178,105,108,157,138,200
"g19508",166,161,123,169,156,155
"g19503",1023,767,628,1720,1024,1107
"g19498",3154,2306,1928,2968,2647,2422
"g19499",1138,891,750,1260,1119,1064
"g19500",620,406,357,602,467,601
"g19502",837,508,519,1771,1719,1470
"g19505",887,657,504,2240,1425,1607
"g19509",1470,977,889,1548,1000,1051
"g19513",25,36,26,213,173,183
"g19515",154,66,73,232,249,240
"g19521",26,13,13,33,34,30
"g19523",41,31,27,49,32,51
"g19540",0,0,0,30,30,24
"g19541",18,24,13,40,26,28
"g19538",104,112,97,178,131,153
"g19543",25,4,4,53,20,42
"g19547",122,106,75,310,267,254
"g19561",0,0,6,49,13,27
"g19560",0,0,9,31,15,44
"g19563",35,31,29,3784,1361,2005
"g19554",0,0,0,10,4,4
"g19556",357,153,186,682,556,622
"g19553",265,260,209,137,89,99
"g19565",6609,6260,3369,58891,31984,38137
"g19564",13,0,0,1791,508,877
"g19585",43,35,25,183,119,176
"g19583",0,0,0,48,45,34
"g19584",37,55,26,107,90,91
"g19586",361,358,219,134,105,118
"g19589",151,111,119,164,124,137
"g19596",311,236,233,149,89,122
"g19609",102,87,96,150,110,117
"g19606",140,107,106,198,98,135
"g19614",379,466,420,231,97,141
"g19616",467,328,323,440,250,368
"g19626",71,91,93,97,124,123
"g19639",0,0,0,15,13,11
"g19642",37,16,39,146,78,121
"g19643",856,607,779,1480,1076,1257
"g19644",1581,1285,1226,918,582,774
"g19652",18,15,16,50,16,45
"g19673",401,195,261,125,69,103
"g19660",268,130,196,277,192,213
"g19658",61,34,43,132,54,83
"g19683",1,1,1,25,13,11
"g19686",387,351,321,178,89,132
"g19693",226,161,197,211,213,245
"g19700",374,208,265,124,74,110
"g19724",303,228,189,144,45,81
"g19730",1089,1002,784,1715,2041,1846
"g19742",16,19,8,98,60,58
"g19776",17,14,29,54,27,38
"g19779",708,413,474,726,359,540
"g19789",0,0,0,33,7,17
"g19790",662,399,408,667,405,452
"g19792",0,0,0,26,9,13
"g19793",814,631,623,391,248,299
"g19825",11,10,37,42,40,70
"g19821",134,105,95,167,227,123
"g19823",108,172,142,232,168,203
"g19848",126,99,70,696,748,725
"g19850",194,152,152,83,56,68
"g19862",2777,2109,2304,1472,499,1013
"g19869",15,9,7,29,38,32
"g19868",144,165,227,320,287,356
"g19961",85,37,45,147,131,178
"g19965",0,0,0,77,23,52
"g19966",434,215,238,131,88,127
"g19968",616,390,540,310,164,237
"g19985",0,0,0,43,17,29
"g19984",255,206,207,282,452,344
"g19987",34,45,15,563,361,290
"g20007",30,13,37,94,47,42
"g20009",55,67,37,167,71,70
"g20015",197,227,202,230,199,276
"g20024",137,121,114,241,162,199
"g20025",220,139,102,202,176,211
"g20033",181,100,112,343,291,363
"g20054",7,9,0,26,60,29
"g20044",4,8,12,34,20,16
"g20036",149,73,81,728,319,375
"g20040",4163,2548,2351,4337,2168,2689
"g20037",226,148,142,375,150,180
"g20072",167,123,119,250,120,116
"g20084",243,142,152,349,271,207
"g20086",136,106,52,263,161,127
"g20093",200,179,172,79,56,82
"g20096",1010,865,698,1775,1513,1938
"g20104",1229,1010,1027,1475,742,1490
"g20105",89,44,58,236,141,167
"g20118",382,278,358,557,893,788
"g20156",508,624,344,623,485,564
"g20157",461,309,340,614,341,463
"g20170",406,375,261,188,102,161
"g20172",671,605,440,303,196,216
"g20205",296,259,228,752,730,854
"g20209",654,439,457,287,229,224
"g20242",523,277,257,546,366,394
"g20246",121,159,124,186,152,212
"g20279",532,344,316,226,108,137
"g20283",835,430,736,297,207,290
"g20286",511,375,370,209,145,191
"g20304",8,0,0,24,14,18
"g20296",637,356,532,226,112,239
"g20297",677,359,575,729,352,701
"g20298",272,182,155,521,269,481
"g20310",741,775,568,366,303,249
"g20336",132,107,89,152,166,159
"g20340",436,303,415,463,344,509
"g20341",0,0,0,12,15,10
"g20342",137,114,136,282,157,276
"g20353",248,212,258,128,73,110
"g20356",19,15,15,46,51,40
"g20357",374,161,271,932,697,769
"g20358",732,393,390,1033,409,582
"g20360",1,4,16,77,27,23
"g20365",272,157,179,346,222,286
"g20378",37,0,0,162,75,165
"g20389",664,404,331,729,578,701
"g20400",0,5,0,25,9,17
"g20403",64,48,41,111,77,83
"g20405",52,33,40,91,128,147
"g20453",64,19,27,79,33,63
"g20451",29,16,17,122,75,79
"g20459",417,412,376,637,913,744
"g20456",11121,8074,5910,9775,8859,7225
"g20484",671,501,516,855,649,746
"g20489",21,20,20,51,19,41
"g20498",11,4,7,41,47,28
"g20511",156,95,136,60,35,50
"g20522",367,181,174,105,65,66
"g20526",476,295,384,203,128,191
"g20540",0,0,2,16,33,43
"g20569",1099,720,733,1053,867,998
"g20572",0,0,0,9,8,3
"g20579",987,625,568,3752,2438,3078
"g20562",203,90,98,494,183,305
"g20561",368,154,185,665,172,324
"g20564",447,241,288,1748,724,1108
"g20565",1423,582,773,540,175,317
"g20568",1950,1099,986,4263,1017,2216
"g20588",51,105,64,178,199,100
"g20580",10135,7720,7074,13195,11767,12546
"g20603",0,0,0,15,18,10
"g20604",31,0,25,82,90,76
"g20611",991,730,614,1016,848,962
"g20623",15,28,21,96,82,87
"g20625",18,32,29,56,68,93
"g20627",36,44,23,81,108,111
"g20628",31,52,40,98,77,97
"g20630",122,243,141,216,376,267
"g20634",314,252,191,294,225,258
"g20635",0,0,0,24,1,5
"g20645",333,349,289,365,301,375
"g20652",66,46,35,80,83,101
"g20659",0,0,0,14,7,11
"g20671",41,10,19,54,40,38
"g20677",0,0,0,79,87,126
"g20686",149,77,87,134,126,116
"g20723",208,214,158,65,55,74
"g20740",19,0,5,51,53,44
"g20741",153,123,88,152,139,184
"g20802",28,39,31,140,158,128
"g20872",0,0,0,10,12,9
"g20788",121,94,53,260,60,154
"g20789",106,200,110,231,205,236
"g20879",0,0,0,8,6,5
"g20878",35,8,21,68,64,60
"g20887",37,42,49,118,60,95
"g20898",0,0,0,16,15,15
"g20906",133,90,83,171,100,148
"g20939",188,150,77,1464,634,541
"g20940",709,489,329,3721,815,1185
"g21000",2662,1548,1264,1074,580,793
"g20999",217,147,145,446,222,264
"g21003",305,180,210,119,51,74
"g21046",27,52,17,61,47,66
"g21054",405,392,283,213,71,128
"g21072",37,21,22,73,80,42
"g21111",4,0,1,27,3,18
"g21126",111,93,83,147,87,94
"g21129",431,255,274,130,95,129
"g21132",0,0,0,38,28,46
"g21145",0,0,0,11,10,25
"g21137",9,2,4,25,22,15
"g21138",137,100,90,215,166,224
"g21146",142,139,79,200,102,120
"g21173",0,0,0,40,29,40
"g21181",915,376,405,2222,339,787
"g21184",0,0,0,29,13,32
"g21183",96,45,75,117,76,126
"g21219",0,0,0,8,16,16
"g21223",10,37,22,62,52,63
"g21221",0,0,0,55,47,40
"g21222",0,0,0,52,52,62
"g21277",108,84,91,130,64,117
"g21233",572,525,371,863,800,854
"g21238",413,269,340,1040,575,832
"g21240",0,0,0,4,3,8
"g21230",438,307,299,389,346,429
"g21279",657,419,443,209,126,199
"g21284",159,183,152,85,39,72
"g21294",6,4,5,35,30,40
"g21289",71,56,57,122,90,95
"g21286",66,32,64,69,97,85
"g21288",51,33,35,80,67,110
"g21290",470,401,450,507,299,506
"g21295",821,574,553,892,1068,1209
"g21298",2602,2388,2088,925,794,890
"g21329",2,4,3,14,13,11
"g21309",118,47,70,190,88,145
"g21335",34,18,25,36,94,62
"g21352",0,0,0,5,6,8
"g21397",404,300,265,293,482,415
"g21393",4334,3167,2740,1568,1099,1292
"g21408",187,188,127,72,48,53
"g21409",504,371,364,269,156,209
"g21429",2,0,0,15,18,18
"g21431",32,13,5,44,39,34
"g21439",131,65,66,149,76,101
"g21441",190,204,196,74,58,72
"g21451",20,82,52,186,203,248
"g21452",641,408,415,1471,1211,1376
"g21453",1174,812,863,408,245,358
"g21469",2308,1242,1236,2643,1775,1831
"g21486",67,92,108,228,170,248
"g21542",157,89,77,755,329,465
"g21544",923,544,470,878,531,565
"g21550",0,0,3,35,70,15
"g21555",251,97,146,276,130,188
"g21559",61,73,56,88,60,80
"g21569",6,4,5,27,16,20
"g21575",90,79,101,125,93,113
"g21578",104,117,139,186,146,177
"g21616",70,81,29,472,227,315
"g21630",245,157,136,232,159,159
"g21632",3,1,1,16,6,16
"g21644",11,0,27,78,42,52
"g21641",71,69,31,105,62,90
"g21656",69,102,73,137,266,183
"g21663",953,712,612,1256,1966,1896
"g21696",50,35,33,64,45,43
"g21700",205,165,140,349,204,313
"g21677",1272,1288,902,695,453,455
"g21681",5512,4637,3265,2099,1928,1615
"g21714",0,0,0,26,15,27
"g21720",0,0,0,28,15,10
"g21750",115,109,86,155,90,128
"g21751",46,46,51,68,60,71
"g21779",1467,1662,1713,2212,1394,2024
"g21780",0,0,0,41,12,13
"g21782",0,0,0,121,142,125
"g21785",0,0,0,11,6,1
"g21797",177,178,174,240,365,493
"g21794",43,34,38,86,79,128
"g21820",19,14,14,57,38,21
"g21827",43,28,28,79,59,55
"g21853",0,0,0,18,4,11
"g21850",50,42,46,71,74,83
"g21892",143,125,181,567,341,556
"g21893",191,110,172,85,35,50
"g21906",34,16,33,77,33,66
"g21920",168,187,131,72,52,42
"g21924",28,0,31,106,118,112
"g21934",2279,1270,1441,874,386,532
"g21935",4,6,9,26,18,36
"g21936",139,45,71,227,78,160
"g21937",162,92,116,278,111,233
"g21938",43,30,41,149,73,141
"g21940",1105,579,722,386,178,338
"g21954",1034,612,801,331,293,326
"g21966",138,136,117,65,44,38
"g21978",49,79,60,168,141,178
"g21975",1690,1117,961,796,404,553
"g21991",0,0,0,10,6,10
"g21983",1,0,0,9,5,9
"g21992",193,112,80,192,105,135
"g22006",0,0,0,122,58,59
"g22014",96,121,98,193,89,140
"g22022",28,36,37,249,125,189
"g22031",0,0,0,12,5,6
"g22047",189,149,101,313,130,216
"g22048",0,0,0,12,5,13
"g22044",12,13,0,50,21,43
"g22056",182,68,185,389,112,533
"g22062",111,85,84,120,82,97
"g22073",698,610,534,262,213,257
"g22100",113,109,111,155,119,136
"g22102",1161,776,730,1058,1230,1191
"g22104",1127,784,936,489,395,496
"g22105",1394,1120,1048,1921,2727,2455
"g22106",360,213,260,850,526,836
"g22113",11,12,5,28,25,21
"g22111",2734,2097,2187,3611,2151,3209
"g22110",125,136,142,563,431,453
"g22112",1694,1551,1628,929,430,706
"g22121",109,45,0,224,196,499
"g22119",137,81,240,758,570,1391
"g22117",5170,3093,6838,15082,13508,31038
"g22118",25,34,74,685,693,1528
"g22143",116,132,147,359,406,454
"g22162",103,169,150,271,134,201
"g22159",2223,1285,1081,3626,1398,1809
"g22160",496,284,213,1801,623,878
"g22161",90,79,38,493,123,234
"g22172",5,6,8,14,17,31
"g22180",0,0,0,19,20,9
"g22194",7,0,0,19,17,16
"g22230",161,228,169,1480,1057,1277
"g22237",12,32,9,69,49,52
"g22239",374,338,366,409,313,451
"g22228",36,47,23,413,213,331
"g22229",319,491,258,2297,2195,2167
"g22232",5618,5997,4710,9462,7924,8792
"g22261",323,142,186,333,323,410
"g22268",0,0,0,10,6,2
"g22265",89,88,40,115,93,88
"g22297",87,84,103,130,128,90
"g22302",0,0,0,19,17,18
"g22298",83,88,68,202,389,284
"g22299",55,57,63,71,134,88
"g22301",87,75,50,117,79,126
"g22281",528,654,375,1455,781,1128
"g22290",469,301,342,372,299,367
"g22329",0,0,0,49,25,53
"g22324",104,211,143,239,224,250
"g22335",0,0,0,51,58,60
"g22334",210,129,163,228,175,199
"g22342",654,577,689,777,683,848
"g22347",353,321,290,837,668,648
"g22364",70,38,34,361,344,326
"g22366",1448,1140,1055,1985,1558,1831
"g22369",0,0,0,22,20,10
"g22370",328,212,199,113,48,93
"g22377",373,325,240,323,294,343
"g22379",553,349,327,221,126,163
"g22387",4,2,3,18,14,7
"g22383",108,71,89,139,129,126
"g22409",28,31,21,82,33,50
"g22407",170,101,115,218,232,250
"g22422",773,363,458,243,128,247
"g22429",515,321,445,495,445,440
"g22457",358,213,227,418,299,408
"g22460",0,0,0,12,14,6
"g22474",55,39,21,65,37,56
"g22468",83,50,46,107,118,95
"g22480",252,248,186,405,270,401
"g22482",94,78,58,124,132,155
"g22481",119,119,114,162,200,238
"g22496",26,18,18,61,19,45
"g22513",26,13,20,64,29,76
"g22525",339,257,297,420,240,363
"g22529",231,189,199,90,58,97
"g22528",83,63,76,152,125,145
"g22534",171,94,141,50,42,52
"g22540",0,0,0,46,23,47
"g22542",251,105,161,197,233,225
"g22546",193,128,121,46,50,47
"g22558",152,69,93,213,184,198
"g22560",2,10,4,27,20,18
"g22565",77,55,65,102,85,111
"g22576",287,292,214,596,352,503
"g22579",0,0,0,49,25,49
"g22586",477,291,361,233,95,123
"g22594",63,48,20,244,128,217
"g22596",0,0,0,20,23,10
"g22595",108,94,73,126,93,104
"g22599",75,96,57,181,143,214
"g22605",0,0,0,13,6,11
"g22603",30,77,71,139,195,161
"g22616",29,17,13,34,37,24
"g22618",2097,1962,1751,2873,1556,2095
"g22619",180,132,141,633,377,526
"g22623",1012,495,785,977,886,1028
"g22631",211,147,155,96,47,44
"g22647",119,101,90,320,163,227
"g22658",0,0,0,14,12,20
"g22660",0,0,0,464,257,334
"g22678",0,0,0,17,26,18
"g22681",48,57,59,132,139,169
"g22669",0,0,0,93,43,53
"g22689",0,0,0,17,3,6
"g22691",0,0,0,8,11,15
"g22692",95,23,69,169,174,206
"g22694",1853,1355,1418,2141,1955,2167
"g22699",166,197,162,252,269,245
"g22701",297,273,231,130,76,111
"g22707",0,0,0,51,30,45
"g22708",493,310,221,1161,960,1020
"g22710",494,270,387,194,104,149
"g22716",21,2,8,34,31,27
"g22719",832,697,577,447,158,235
"g22721",336,310,209,476,258,283
"g22723",72,39,48,170,50,84
"g22724",119,70,58,408,193,272
"g22726",122,75,53,549,383,370
"g22727",122,98,79,684,295,517
"g22729",119,46,50,1218,880,1032
"g22740",928,397,516,301,134,189
"g22751",142,78,71,151,112,115
"g22763",29,19,12,102,49,88
"g22775",635,520,470,542,712,646
"g22777",299,242,197,555,601,650
"g22794",118,137,136,63,39,44
"g22788",265,80,128,233,200,215
"g22784",878,763,680,1625,1002,1271
"g22785",1043,905,824,1075,1597,1014
"g22815",0,0,0,59,21,16
"g22828",272,249,159,99,56,92
"g22849",656,339,295,741,367,411
"g22853",0,0,0,8,5,8
"g22854",0,0,0,35,36,31
"g22869",78,143,81,248,151,250
"g22872",235,121,142,513,258,258
"g22858",252,117,137,536,188,384
"g22859",681,518,467,346,155,210
"g22895",0,0,0,14,5,7
"g22893",376,332,269,173,112,110
"g22903",302,358,209,106,75,114
"g22906",473,292,269,976,460,585
"g22910",98,82,76,232,226,238
"g22917",0,0,0,13,3,12
"g22916",60,66,45,165,115,127
"g22914",156,109,89,558,286,302
"g22915",36,39,15,85,84,76
"g22937",330,298,454,123,127,141
"g22939",0,0,0,61,49,47
"g22941",317,217,146,107,45,87
"g22953",102,65,51,124,57,103
"g22960",1162,727,777,986,665,906
"g22961",0,0,0,83,76,115
"g22969",3062,2246,1987,1326,793,1048
"g22984",737,612,489,322,194,283
"g22985",525,443,324,134,161,147
"g23003",8,5,3,17,14,13
"g23004",25,16,29,322,133,177
"g22994",696,377,404,190,187,185
"g23019",30,31,20,152,65,101
"g23016",135,67,88,151,70,130
"g23006",0,0,0,333,336,248
"g23009",747,636,595,298,187,258
"g23024",89,53,45,92,61,80
"g23027",3,4,6,20,14,15
"g23033",133,117,84,39,28,44
"g23035",351,254,171,484,385,399
"g23047",3,0,0,36,17,11
"g23060",23,17,12,56,31,49
"g23056",234,116,125,292,147,226
"g23057",925,501,568,778,472,561
"g23066",159,136,90,261,230,209
"g23082",0,14,0,57,44,40
"g23088",350,192,200,102,90,70
"g23089",33,32,34,81,36,79
"g23127",796,845,779,1877,1708,1831
"g23129",117,132,125,151,113,158
"g23142",0,0,0,31,23,30
"g23132",768,762,515,285,227,254
"g23130",1209,1247,1075,1682,1802,1722
"g23131",415,238,259,148,86,141
"g23166",127,89,121,145,88,168
"g23175",51,80,74,101,91,107
"g23154",24,26,31,102,48,94
"g23155",53,40,65,215,185,157
"g23157",542,591,433,779,452,749
"g23159",13,12,0,117,114,144
"g23162",21,12,11,36,19,30
"g23211",5,0,3,16,13,17
"g23217",81,100,82,231,114,119
"g23189",0,0,0,6,4,5
"g23188",1851,1910,2222,8573,8848,11858
"g23237",0,0,0,37,45,22
"g23229",4,2,1,21,5,13
"g23232",40,15,20,50,35,40
"g23233",22,6,0,32,32,45
"g23249",0,0,0,14,16,3
"g23276",171,126,126,298,157,198
"g23294",62,22,23,40,94,88
"g23308",485,637,512,826,528,883
"g23309",47,88,67,188,129,219
"g23301",0,0,0,13,8,8
"g23303",0,0,0,27,27,22
"g23304",1293,1569,1716,630,523,743
"g23307",612,1121,769,1117,708,1328
"g23320",209,109,86,161,127,180
"g23321",129,70,100,190,120,101
"g23328",250,143,197,280,553,400
"g23330",64,27,16,278,368,399
"g23331",238,208,130,683,446,624
"g23332",665,676,651,1147,544,779
"g23345",3,14,14,35,45,43
"g23360",0,0,0,10,2,11
"g23361",91,54,59,179,146,178
"g23369",314,214,174,137,63,65
"g23372",86,35,38,105,97,105
"g23374",352,383,393,485,310,358
"g23380",536,291,315,879,366,601
"g23387",178,257,94,415,278,258
"g23391",0,0,0,39,30,32
"g23388",5,24,10,29,38,50
"g23389",18,6,8,54,27,36
"g23390",176,75,109,158,153,119
"g23394",490,514,291,227,133,126
"g23408",2090,1522,1402,1736,1138,1353
"g23409",125,81,99,189,220,226
"g23411",665,424,448,202,148,220
"g23412",121,78,104,147,92,136
"g23414",4001,3596,3128,6314,8805,7847
"g23416",0,0,0,27,11,10
"g23417",736,605,557,1813,1152,1491
"g23422",194,165,248,107,51,74
"g23420",3313,2111,2023,1201,872,994
"g23424",864,666,679,456,298,325
"g23429",1080,811,798,546,300,372
"g23464",22,2,8,61,18,32
"g23470",0,0,0,26,11,23
"g23484",1266,892,745,1543,802,1028
"g23488",765,465,487,321,192,241
"g23492",154,123,111,201,93,122
"g23512",130,91,59,130,128,120
"g23530",0,0,0,11,5,14
"g23520",306,242,229,125,70,115
"g23541",0,0,0,10,7,6
"g23542",88,62,70,37,18,25
"g23546",699,363,369,540,383,424
"g23550",283,199,212,445,271,381
"g23566",88,64,54,99,54,77
"g23568",188,149,116,53,51,51
"g23592",20,11,0,52,48,29
"g23599",432,342,323,988,682,989
"g23601",116,153,140,348,129,281
"g23616",0,0,9,47,16,38
"g23625",18,15,67,82,69,91
"g23626",357,280,340,150,81,168
"g23629",392,277,349,509,619,612
"g23665",0,0,0,25,21,42
"g23697",0,0,0,40,18,15
"g23713",1697,1636,1233,6618,2479,3249
"g23715",397,451,268,15572,6793,8398
"g23717",143,115,124,4453,1855,2610
"g23712",6248,4413,3283,11400,4501,5658
"g23714",2058,2188,1446,29255,12939,15913
"g23716",21,54,5,561,199,291
"g23718",1306,730,805,2919,1158,1593
"g23741",24,11,22,45,58,19
"g23752",0,0,0,24,3,12
"g23778",68,76,34,118,55,78
"g23783",219,157,215,98,55,71
"g23784",0,0,0,34,27,26
"g23785",538,333,353,222,144,215
"g23786",177,114,133,259,162,225
"g23794",335,163,172,117,59,71
"g23797",147,78,97,150,120,117
"g23795",120,145,136,54,44,50
"g23814",1421,989,932,1256,1189,1270
"g23815",41,12,27,50,54,80
"g23820",306,199,213,110,59,106
"g23829",24,22,14,45,35,51
"g23837",1542,935,1173,1740,905,1734
"g23839",849,499,654,298,239,263
"g23840",572,381,351,452,428,421
"g23842",1880,1552,1512,2053,1314,1781
"g23847",1095,758,624,950,1309,992
"g23851",0,0,0,21,45,11
"g23852",6,0,2,13,22,12
"g23853",0,0,0,37,29,29
"g23856",0,24,37,209,388,256
"g23861",277,129,146,67,59,73
"g23876",21,23,45,61,50,71
"g23873",9,17,16,88,74,89
"g23889",4,0,0,35,12,12
"g23929",16,16,13,26,29,44
"g23931",1290,1145,947,519,396,370
"g23941",36,62,51,66,283,71
"g23952",9,12,10,562,326,503
"g23951",111,192,157,4218,3573,5150
"g23948",350,627,440,898,1306,1258
"g23949",892,1230,918,3792,2864,4605
"g23950",67,62,77,785,545,835
"g23954",58,13,22,67,33,87
"g23962",14,39,14,102,72,102
"g23965",0,0,0,25,12,27
"g23971",77,84,59,99,103,96
"g23983",20,16,17,57,34,52
"g23977",0,0,0,10,20,13
"g23981",0,0,0,72,94,78
"g23978",43,48,41,101,80,136
"g23980",28,34,30,136,89,151
"g23993",0,0,0,21,8,12
"g23994",728,543,754,302,252,310
"g23995",130,88,65,150,109,146
"g24008",14,14,23,49,22,26
"g24014",33,6,14,68,19,54
"g24021",486,364,380,178,167,183
