Orthogroup	Pocillopora_acuta_protein	Mcap.protein
OG0000483	g23096, g38836, g38834, g57266, g20639, g23094, g34301	augustus.g1234.t1
OG0000484	g8044, g62712	augustus.g27457.t1, augustus.g57940.t1, augustus.g12375.t1, augustus.g34857.t1, augustus.g59247.t1, augustus.g17182.t1
OG0000485	g24989, g32458, g51630, g51509, g19298, g5918	augustus.g12538.t1, augustus.g58203.t1
OG0000486	g38930, g33445, g49741	augustus.g12653.t1, augustus.g54386.t1, augustus.g15109.t1, augustus.g21080.t1, augustus.g56068.t1
OG0000487	g22998, g22997	augustus.g12667.t1, augustus.g37422.t1, augustus.g63901.t1, augustus.g1724.t1, augustus.g20754.t1, augustus.g30178.t1
OG0000488	g59250, g6277, g6271, g49139, g6286, g6262	augustus.g13094.t1, augustus.g61471.t1
OG0000489	g326	augustus.g51915.t1, augustus.g65605.t1, augustus.g71062.t1, augustus.g14101.t1, augustus.g43186.t1, augustus.g3925.t1, augustus.g61568.t1
OG0000490	g54565, g7600	augustus.g5140.t1, augustus.g696.t1, augustus.g17720.t1, augustus.g14371.t1, augustus.g46512.t1, augustus.g55090.t1
OG0000491	g25892	augustus.g14859.t1, augustus.g17610.t1, augustus.g3819.t1, augustus.g23248.t1, augustus.g5214.t1, augustus.g48466.t1, augustus.g44849.t1
OG0000492	g37620	augustus.g4952.t1, augustus.g15850.t1, augustus.g32602.t1, augustus.g24579.t1, augustus.g19553.t1, augustus.g3085.t1, augustus.g32603.t1
OG0000493	g54586, g56105, g12930, g51575, g46583, g54585	augustus.g16850.t1, augustus.g3774.t1
OG0000494	g38575	augustus.g42186.t1, augustus.g42185.t1, augustus.g29600.t1, augustus.g57398.t1, augustus.g7840.t1, augustus.g7830.t1, augustus.g17516.t1
OG0000495	g33345, g52954, g43382, g58398	augustus.g2167.t1, augustus.g68917.t1, augustus.g18780.t1, augustus.g30744.t1
OG0000496	g28145, g61744, g35940, g59942, g19872, g25568, g60148	augustus.g1930.t1
OG0000497	g53960, g53964	augustus.g20945.t1
OG0000497	g53965	augustus.g70056.t1, augustus.g20946.t1, augustus.g20942.t1, augustus.g70054.t1
OG0000498	g49113, g23055	augustus.g58358.t1, augustus.g58354.t1, augustus.g53219.t1, augustus.g21310.t1, augustus.g58362.t1, augustus.g53218.t1
OG0000499	g3391, g9159, g13829, g10712, g30713, g13850, g29564	augustus.g21654.t1
OG0000500	g18866	augustus.g22289.t1
OG0000500	g17278, g27495, g39302, g59257, g18428	augustus.g5325.t1
OG0000501	g39764	augustus.g30009.t1, augustus.g55845.t1, augustus.g68027.t1, augustus.g54711.t1, augustus.g22779.t1, augustus.g26137.t1, augustus.g65668.t1
OG0000503	g21516, g21524, g21525, g12822, g21521, g12821, g58228	augustus.g24359.t1
OG0000504	g11507, g16382, g51241	augustus.g25201.t1
OG0000504	g8301, g18365, g27283	augustus.g48576.t1
OG0000505	g23670, g23669, g23926	augustus.g25296.t1, augustus.g25295.t1, augustus.g25294.t1, augustus.g25293.t1, augustus.g25292.t1
OG0000506	g30092, g63374, g30106, g30089	augustus.g2547.t1, augustus.g43066.t1, augustus.g43062.t1, augustus.g2543.t1
OG0000507	g42373, g43140, g54438	augustus.g25706.t1, augustus.g4232.t1, augustus.g5249.t1, augustus.g3684.t1, augustus.g47123.t1
OG0000508	g42144, g42152, g42150, g42146, g42148, g42142	augustus.g26329.t1, augustus.g26332.t1
OG0000509	g38558, g30210, g54198, g15282, g60207, g25051, g38621	augustus.g26788.t1
OG0000510	g46514, g57540, g58789, g38355	augustus.g39769.t1, augustus.g59295.t1, augustus.g28491.t1, augustus.g64267.t1
OG0000511	g43275, g21260	augustus.g58144.t1, augustus.g57529.t1, augustus.g62750.t1, augustus.g28967.t1, augustus.g49616.t1, augustus.g63584.t1
OG0000512	g24894, g24896, g24893	augustus.g33582.t1, augustus.g33587.t1, augustus.g3005.t1, augustus.g3002.t1, augustus.g2999.t1
OG0000513	g39775	augustus.g3054.t1, augustus.g4326.t1, augustus.g3055.t1, augustus.g4324.t1, augustus.g3052.t1, augustus.g3049.t1, augustus.g4328.t1
OG0000514	g50647, g5264, g42018, g55773, g54797, g35700, g8841	augustus.g33054.t1
OG0000515	g45743, g54306, g42782, g47929, g52777, g46164, g51721	augustus.g33133.t1
OG0000516	g14898, g37941, g44546, g51876, g64541	augustus.g34170.t1, augustus.g44451.t1, augustus.g61248.t1
OG0000517	g9953, g9954, g54973, g7368, g34957, g7373	augustus.g36295.t1, augustus.g36302.t1
OG0000518	g28909, g5103, g31843, g11807, g31842, g5108, g56636	augustus.g37570.t1
OG0000519	g39572, g2356, g10585, g5750, g17275, g8033, g2398	augustus.g39442.t1
OG0000520	g44532, g39106, g37204, g52072, g54100, g52070	augustus.g55329.t1, augustus.g41074.t1
OG0000521	g61460, g46532, g62808	augustus.g41253.t1
OG0000521	g61464, g50744, g61459	augustus.g41254.t1
OG0000522	g51025	augustus.g41546.t1, augustus.g41547.t1
OG0000522	g51030	augustus.g70246.t1, augustus.g70256.t1, augustus.g8309.t1, augustus.g70257.t1
OG0000523	g64238, g44364, g50000, g38001, g27703, g59122, g37800	augustus.g41712.t1
OG0000524	g62939	augustus.g6424.t1, augustus.g58023.t1, augustus.g41820.t1, augustus.g48601.t1, augustus.g51799.t1, augustus.g50236.t1, augustus.g61329.t1
OG0000525	g56767, g41108, g41050, g34813, g59502	augustus.g42250.t1, augustus.g42248.t1, augustus.g42251.t1
OG0000526	g46211	augustus.g4507.t1
OG0000526	g46212, g46215, g46221, g58406	augustus.g60238.t1, augustus.g42394.t1
OG0000527	g4665, g59110, g59109, g32818	augustus.g61353.t1, augustus.g45923.t1, augustus.g42526.t1, augustus.g42593.t1
OG0000528	g6180, g31059, g63136, g5935, g40930, g12302, g34904	augustus.g48094.t1
OG0000529	g42245, g52251, g55999, g18249, g20949, g46635, g25502	augustus.g50100.t1
OG0000530	g10846, g7428, g48933, g48941	augustus.g52324.t1, augustus.g52145.t1, augustus.g52316.t1, augustus.g57463.t1
OG0000531	g55237, g46248, g20664, g43146, g32354, g51493, g50483	augustus.g55055.t1
OG0000532	g1905, g12517, g1907, g12515, g1904, g12519, g1900	augustus.g55648.t1
OG0000533	g28294, g57029, g44227, g22022, g19170, g49488, g843	augustus.g63829.t1
OG0000534	g47082, g31916, g25528, g54688, g56131, g56990	augustus.g9674.t1, augustus.g65304.t1
OG0000535	g5191, g5189, g38317, g34826, g58900, g56292	augustus.g70041.t1, augustus.g70042.t1
OG0000541	g49094	adi2mcaRNA10825_R8, adi2mcaRNA10825_R2, adi2mcaRNA10825_R4, adi2mcaRNA10825_R0, adi2mcaRNA10825_R1, adi2mcaRNA10825_R9
OG0000542	g56958, g25917	adi2mcaRNA13010_R0
OG0000542	g48056, g53288	augustus.g26720.t1, augustus.g736.t1
OG0000543	g57366, g30098, g57367	augustus.g371.t1, augustus.g56600.t1, adi2mcaRNA13261_R6, augustus.g6475.t1
OG0000544	g5049	adi2mcaRNA13380_R0, adi2mcaRNA13380_R9, adi2mcaRNA13380_R1, adi2mcaRNA13380_R4, adi2mcaRNA13380_R3, adi2mcaRNA13380_R7
OG0000545	g28284	adi2mcaRNA13897_R6, adi2mcaRNA13897_R3, adi2mcaRNA13897_R5, adi2mcaRNA13897_R4, adi2mcaRNA13897_R8, adi2mcaRNA13897_R2
OG0000546	g30415	augustus.g69816.t1, adi2mcaRNA40367_R7, augustus.g35460.t1, augustus.g35053.t1, adi2mcaRNA13982_R2, augustus.g35051.t1
OG0000547	g27769	augustus.g64802.t1, augustus.g1244.t1, augustus.g64798.t1, augustus.g59945.t1, augustus.g12546.t1, adi2mcaRNA14223_R4
OG0000548	g19367	adi2mcaRNA30197_R7
OG0000548	g51184	augustus.g49207.t1
OG0000548	g10201	adi2mcaRNA15209_R4
OG0000549	g20893, g9979, g30898, g50818, g1176, g43519	adi2mcaRNA15333_R0
OG0000550	g58997	adi2mcaRNA17210_R2, augustus.g31803.t1, adi2mcaRNA17210_R3, adi2mcaRNA17210_R4, adi2mcaRNA17210_R5, adi2mcaRNA17210_R1
OG0000551	g21627, g58134, g49069, g47378, g4563	adi2mcaRNA17534_R2, augustus.g40041.t1
OG0000552	g57477, g52763	adi2mcaRNA9229_R8, adi2mcaRNA9229_R9
OG0000552	g62460	adi2mcaRNA18137_R8, adi2mcaRNA18137_R9
OG0000553	g23677, g7500, g59176, g45602, g62208, g37981	adi2mcaRNA18775_R2
OG0000554	g49633, g19442	augustus.g18723.t1
OG0000554	g49638	adi2mcaRNA19271_R2, adi2mcaRNA19271_R1, adi2mcaRNA19270_R0
OG0000555	g62185, g23675	augustus.g41838.t1, augustus.g19579.t1, augustus.g56284.t1, augustus.g56282.t1, adi2mcaRNA197_R4
OG0000556	g35317	adi2mcaRNA20540_R4
OG0000556	g55838, g58756, g31566	adi2mcaRNA40549_R3, adi2mcaRNA40549_R2
OG0000557	g19983	adi2mcaRNA22103_R2, adi2mcaRNA22103_R1, augustus.g18621.t1, adi2mcaRNA22103_R3, adi2mcaRNA22103_R5, adi2mcaRNA22103_R0
OG0000558	g36123, g60134, g4998, g45981, g28443	adi2mcaRNA22390_R1, adi2mcaRNA22390_R0
OG0000559	g32288, g32294, g58796, g40071, g59259	adi2mcaRNA22597_R1, adi2mcaRNA31412_R1
OG0000560	g62305	adi2mcaRNA23033_R2
OG0000560	g51020, g62292, g54110, g208	augustus.g11539.t1
OG0000561	g35167	augustus.g42571.t1, adi2mcaRNA23649_R5, augustus.g58762.t1, augustus.g42496.t1, augustus.g45098.t1, augustus.g62251.t1
OG0000562	g9101, g9110, g8986, g9075, g9070, g9065	adi2mcaRNA23827_R4
OG0000563	g6475, g57042, g57040, g6478, g6481, g6480	adi2mcaRNA23874_R0
OG0000564	g17242, g17233, g17234	augustus.g16220.t1, augustus.g3538.t1, adi2mcaRNA24300_R7, augustus.g3536.t1
OG0000566	g27664, g29070, g3181, g55802, g17965, g15289	adi2mcaRNA25316_R8
OG0000567	g27190, g27162	augustus.g27911.t1, augustus.g27918.t1, adi2mcaRNA3608_R7, augustus.g48864.t1, adi2mcaRNA25733_R3
OG0000568	g7963, g29277, g7970, g7973, g40200	adi2mcaRNA26447_R4, adi2mcaRNA26447_R5
OG0000569	g9585, g9586	adi2mcaRNA26696_R6, adi2mcaRNA26696_R7, augustus.g13838.t1, augustus.g13837.t1, augustus.g6729.t1
OG0000570	g8459, g700, g24353, g32718, g50195, g59909	adi2mcaRNA27980_R0
OG0000571	g11603, g4423, g48568, g60196, g7053	adi2mcaRNA2827_R5, augustus.g17568.t1
OG0000572	g41047, g39855	augustus.g20568.t1, augustus.g44182.t1, adi2mcaRNA29105_R2, adi2mcaRNA29105_R4, adi2mcaRNA29105_R6
OG0000573	g42033	augustus.g63218.t1, augustus.g12621.t1, augustus.g33842.t1, adi2mcaRNA29308_R2, adi2mcaRNA29308_R0, adi2mcaRNA29308_R1
OG0000574	g43969	adi2mcaRNA31322_R5, augustus.g50282.t1, augustus.g20900.t1, augustus.g4883.t1, augustus.g60567.t1, augustus.g70412.t1
OG0000575	g15362	augustus.g48395.t1, adi2mcaRNA3156_R6, augustus.g46824.t1, augustus.g45757.t1, adi2mcaRNA3156_R5, augustus.g51302.t1
OG0000576	g54300, g48307	adi2mcaRNA31700_R6, augustus.g45920.t1, adi2mcaRNA31700_R4, adi2mcaRNA31700_R5, augustus.g13916.t1
OG0000577	g56689, g13854, g14856, g55456, g54170	adi2mcaRNA32033_R2, adi2mcaRNA32033_R1
OG0000578	g5799, g5804, g5795	augustus.g53352.t1, augustus.g61539.t1, augustus.g53343.t1, adi2mcaRNA32346_R0
OG0000579	g14617, g45738	adi2mcaRNA32648_R3, augustus.g63453.t1, augustus.g65861.t1, augustus.g20333.t1, augustus.g42936.t1
OG0000580	g53993	adi2mcaRNA35231_R4, adi2mcaRNA35231_R3, augustus.g49005.t1, augustus.g2620.t1, augustus.g37989.t1, adi2mcaRNA5717_R9
OG0000581	g17788	adi2mcaRNA35441_R4, adi2mcaRNA39610_R6, adi2mcaRNA35441_R5, augustus.g52250.t1, augustus.g68270.t1, augustus.g22954.t1
OG0000582	g54219, g33914, g33451	augustus.g35443.t1, adi2mcaRNA37406_R1, adi2mcaRNA37406_R6, adi2mcaRNA37406_R8
OG0000583	g309, g852, g42954, g51035, g49216, g60415	adi2mcaRNA38246_R1
OG0000584	g46679, g46681, g46680, g59929, g46670	adi2mcaRNA38350_R1, augustus.g31020.t1
OG0000585	g50044	augustus.g64521.t1, augustus.g69787.t1, augustus.g64553.t1, adi2mcaRNA39038_R0, augustus.g64533.t1, adi2mcaRNA39038_R3
OG0000586	g28823, g28831, g57680, g43602, g54710, g64335	adi2mcaRNA39101_R0
OG0000588	g26478	augustus.g62471.t1, augustus.g62472.t1, augustus.g1821.t1, adi2mcaRNA40065_R3, augustus.g13809.t1, augustus.g1823.t1
OG0000589	g330	adi2mcaRNA5103_R0
OG0000589	g8395, g16945, g8437, g964	adi2mcaRNA40105_R0
OG0000590	g19660, g19658, g19634, g38156, g38626, g38700	adi2mcaRNA40351_R1
OG0000591	g497, g43251	adi2mcaRNA40649_R2, adi2mcaRNA40649_R5, adi2mcaRNA40649_R9, adi2mcaRNA40649_R0, adi2mcaRNA40649_R3
OG0000592	g48079	adi2mcaRNA40667_R1
OG0000592	g58499, g48080	augustus.g40809.t1, augustus.g5291.t1, augustus.g61273.t1
OG0000593	g43925	augustus.g15221.t1, augustus.g59253.t1, augustus.g39354.t1, adi2mcaRNA40972_R3, adi2mcaRNA40972_R7, augustus.g44971.t1
OG0000594	g34493	augustus.g69400.t1, augustus.g70723.t1, adi2mcaRNA4115_R2, augustus.g5221.t1, augustus.g70725.t1, augustus.g5218.t1
OG0000595	g19711	adi2mcaRNA4511_R1, adi2mcaRNA4511_R2, adi2mcaRNA4511_R3, adi2mcaRNA4511_R0, adi2mcaRNA4511_R5, adi2mcaRNA4511_R4
OG0000596	g32384, g31701	augustus.g16078.t1, augustus.g20762.t1, augustus.g13915.t1, adi2mcaRNA592_R6, augustus.g64665.t1
OG0000597	g57994	augustus.g5773.t1
OG0000597	g64206, g57995, g42851	adi2mcaRNA6992_R0, augustus.g63447.t1
OG0000598	g39517	augustus.g17488.t1, augustus.g45594.t1, augustus.g25869.t1, augustus.g57966.t1, augustus.g22922.t1, augustus.g10027.t1
OG0000600	g34801	augustus.g10317.t1, augustus.g65579.t1
OG0000600	g54354, g45262, g724	augustus.g31349.t1
OG0000601	g53279	augustus.g20153.t1, augustus.g54677.t1, augustus.g10335.t1, augustus.g33077.t1, augustus.g31516.t1, augustus.g64180.t1
OG0000602	g28788	augustus.g65207.t1, augustus.g14790.t1, augustus.g17241.t1, augustus.g10520.t1, augustus.g61408.t1, augustus.g44724.t1
OG0000603	g24785	augustus.g4209.t1, augustus.g4210.t1, augustus.g10539.t1, augustus.g10540.t1, augustus.g48420.t1, augustus.g48430.t1
OG0000604	g37201, g9350, g31126, g12576	augustus.g11323.t1, augustus.g41615.t1, augustus.g52975.t1
OG0000605	g4562, g7407, g34797, g27486, g27616, g7046	augustus.g11380.t1
OG0000606	g64540, g33140	augustus.g719.t1, augustus.g4688.t1, augustus.g11671.t1, augustus.g13939.t1, augustus.g15790.t1
OG0000607	g47551, g34661, g47553, g47549, g47550	augustus.g11860.t1, augustus.g11864.t1
OG0000608	g56389, g56390, g48506, g48503, g56382	augustus.g1278.t1, augustus.g1280.t1
OG0000609	g5362	augustus.g62296.t1, augustus.g22970.t1, augustus.g13071.t1, augustus.g13065.t1, augustus.g22312.t1, augustus.g24636.t1
OG0000610	g47370	augustus.g16189.t1, augustus.g1335.t1, augustus.g1323.t1, augustus.g31400.t1, augustus.g16187.t1, augustus.g1333.t1
OG0000611	g58802, g36432, g31654, g37452, g52270	augustus.g13534.t1, augustus.g13535.t1
OG0000612	g47710, g42040	augustus.g37482.t1, augustus.g67607.t1, augustus.g30412.t1, augustus.g13667.t1, augustus.g61354.t1
OG0000613	g1112, g1113, g1115	augustus.g48293.t1, augustus.g13901.t1, augustus.g65547.t1, augustus.g50538.t1
OG0000614	g46962	augustus.g14078.t1, augustus.g8236.t1, augustus.g62570.t1, augustus.g34018.t1, augustus.g51547.t1, augustus.g42976.t1
OG0000615	g58750, g54770, g54562	augustus.g6469.t1, augustus.g4433.t1, augustus.g1488.t1, augustus.g4436.t1
OG0000616	g31127, g52597	augustus.g46408.t1, augustus.g14985.t1
OG0000616	g2150, g25736	augustus.g31272.t1
OG0000617	g13465	augustus.g61934.t1, augustus.g19344.t1
OG0000617	g13463, g41856	augustus.g16109.t1, augustus.g60176.t1
OG0000619	g33471	augustus.g8062.t1, augustus.g28339.t1, augustus.g19534.t1, augustus.g8573.t1, augustus.g16495.t1, augustus.g38434.t1
OG0000620	g20325	augustus.g21888.t1, augustus.g51957.t1, augustus.g27059.t1, augustus.g55154.t1, augustus.g16513.t1, augustus.g61492.t1
OG0000621	g36972	augustus.g24847.t1, augustus.g16554.t1, augustus.g45005.t1, augustus.g68145.t1, augustus.g68263.t1, augustus.g39058.t1
OG0000622	g38076, g14850	augustus.g24590.t1, augustus.g24531.t1, augustus.g41270.t1, augustus.g41271.t1, augustus.g17109.t1
OG0000623	g28541, g48403, g49224, g10979, g27658	augustus.g18243.t1, augustus.g20586.t1
OG0000624	g61793	augustus.g18480.t1, augustus.g55124.t1, augustus.g55123.t1, augustus.g18481.t1, augustus.g55125.t1, augustus.g18478.t1
OG0000625	g46253	augustus.g65466.t1
OG0000625	g46254	augustus.g18916.t1, augustus.g65457.t1, augustus.g37266.t1, augustus.g65461.t1
OG0000626	g41523	augustus.g37755.t1, augustus.g38190.t1
OG0000626	g24220, g31731	augustus.g19830.t1, augustus.g7345.t1
OG0000627	g48960	augustus.g69176.t1, augustus.g69244.t1, augustus.g20006.t1, augustus.g58693.t1, augustus.g69182.t1, augustus.g69189.t1
OG0000628	g20326	augustus.g21574.t1, augustus.g55667.t1, augustus.g50049.t1, augustus.g27121.t1, augustus.g21822.t1, augustus.g33777.t1
OG0000629	g39610, g36496, g5931, g11094, g28066, g10787	augustus.g21715.t1
OG0000630	g43377	augustus.g21973.t1, augustus.g35610.t1, augustus.g39211.t1, augustus.g54645.t1, augustus.g51378.t1, augustus.g65029.t1
OG0000631	g28549	augustus.g46530.t1, augustus.g61245.t1, augustus.g57503.t1, augustus.g22430.t1, augustus.g40202.t1, augustus.g67535.t1
OG0000632	g12967, g44220	augustus.g22767.t1, augustus.g22777.t1, augustus.g69820.t1, augustus.g35057.t1, augustus.g27270.t1
OG0000633	g55557	augustus.g22852.t1, augustus.g52395.t1, augustus.g38873.t1, augustus.g51877.t1, augustus.g44262.t1, augustus.g2779.t1
OG0000634	g5952, g31240, g31229, g31239, g31242, g59453	augustus.g24351.t1
OG0000635	g22071, g35915, g2228, g44640, g9824, g39403	augustus.g25119.t1
OG0000636	g47087, g58110, g54285, g47724, g53668, g23125	augustus.g25184.t1
OG0000637	g42784, g47927	augustus.g61832.t1, augustus.g59095.t1, augustus.g55815.t1, augustus.g27833.t1, augustus.g41853.t1
OG0000638	g52120, g52124, g52123, g52118	augustus.g9067.t1, augustus.g28636.t1, augustus.g28632.t1
OG0000639	g22194, g14282, g38329	augustus.g31815.t1, augustus.g7718.t1, augustus.g28792.t1, augustus.g33779.t1
OG0000640	g59944	augustus.g29145.t1, augustus.g29147.t1, augustus.g29143.t1, augustus.g29146.t1, augustus.g29144.t1, augustus.g45384.t1
OG0000641	g21821, g21820, g50592, g322, g21825, g50591	augustus.g29172.t1
OG0000642	g12266, g1964, g32015	augustus.g7737.t1, augustus.g46574.t1, augustus.g2956.t1, augustus.g56368.t1
OG0000643	g28804	augustus.g6496.t1, augustus.g29882.t1, augustus.g52303.t1, augustus.g60861.t1, augustus.g51317.t1, augustus.g9425.t1
OG0000644	g18389, g18382, g18385, g18386, g18384, g18379	augustus.g31808.t1
OG0000645	g24735	augustus.g45775.t1
OG0000645	g23119, g54140, g6463, g37326	augustus.g32132.t1
OG0000646	g52771, g9212, g8745, g35996, g54876, g58377	augustus.g34409.t1
OG0000647	g41138, g40674, g6648, g7298, g1286, g49083	augustus.g35004.t1
OG0000648	g38167, g25712, g50780, g51670, g36607, g30509	augustus.g35151.t1
OG0000649	g17124, g4433, g31500, g34043, g37497, g55553	augustus.g3551.t1
OG0000650	g33841, g58489, g33840, g33838	augustus.g36261.t1, augustus.g36262.t1, augustus.g36276.t1
OG0000651	g33586, g44465, g10443, g40866	augustus.g8871.t1, augustus.g44990.t1, augustus.g3639.t1
OG0000652	g8914, g8913, g5823, g15795, g58364, g30688	augustus.g37002.t1
OG0000653	g44529, g31657, g29818, g41331, g31656, g34107	augustus.g37339.t1
OG0000654	g32509	augustus.g37473.t1, augustus.g44307.t1, augustus.g64146.t1, augustus.g70265.t1, augustus.g48858.t1, augustus.g8301.t1
OG0000655	g50797, g6774	augustus.g42518.t1, augustus.g51611.t1, augustus.g38147.t1, augustus.g37754.t1, augustus.g38191.t1
OG0000656	g51033, g56557, g55763, g43559, g43621, g40044	augustus.g41566.t1
OG0000657	g24174	augustus.g4859.t1, augustus.g42026.t1, augustus.g4860.t1, augustus.g42027.t1, augustus.g42028.t1, augustus.g4861.t1
OG0000658	g477, g20731, g3886	augustus.g65688.t1, augustus.g42130.t1, augustus.g49703.t1, augustus.g43.t1
OG0000659	g44811, g56722, g16707, g16696, g16692, g16681	augustus.g42469.t1
OG0000660	g58448, g56708, g62272, g58450	augustus.g43653.t1, augustus.g43649.t1, augustus.g43639.t1
OG0000661	g15225, g19179	augustus.g46499.t1, augustus.g49175.t1, augustus.g44508.t1, augustus.g51960.t1, augustus.g967.t1
OG0000662	g21955, g821, g56302	augustus.g49212.t1, augustus.g47261.t1, augustus.g47264.t1, augustus.g49208.t1
OG0000663	g13159, g27887, g30121, g18434, g19046, g35270	augustus.g47503.t1
OG0000664	g34126, g57479, g38320, g53643, g57794, g32386	augustus.g47836.t1
OG0000665	g21793, g62883, g10071, g64157	augustus.g49442.t1, augustus.g51817.t1, augustus.g51824.t1
OG0000666	g12818, g49009, g40980, g40986, g48997, g49017	augustus.g4962.t1
OG0000667	g966	augustus.g66996.t1
OG0000667	g4946, g24387, g651, g33631	augustus.g50749.t1
OG0000668	g46422, g55342, g63687, g47661, g44611, g48398	augustus.g52641.t1
OG0000669	g60135	augustus.g554.t1, augustus.g53890.t1, augustus.g62894.t1, augustus.g556.t1, augustus.g53892.t1, augustus.g62883.t1
OG0000670	g245	augustus.g55041.t1, augustus.g55186.t1, augustus.g55036.t1, augustus.g58156.t1, augustus.g58152.t1, augustus.g58154.t1
OG0000671	g58683, g2811, g46918	augustus.g66231.t1, augustus.g57595.t1, augustus.g57594.t1, augustus.g57597.t1
OG0000672	g27697, g37756, g54118, g33148, g18788, g54117	augustus.g58406.t1
OG0000673	g33018, g33008, g9295, g9302, g33002, g33003	augustus.g59834.t1
OG0000674	g22669, g22664, g22665, g22667, g22666, g22668	augustus.g6665.t1
OG0000675	g40000, g53361, g39998, g39997, g43494	augustus.g9702.t1, augustus.g69690.t1
OG0000676	g49820, g51583, g2261, g2260, g2259	augustus.g9370.t1, augustus.g7691.t1
OG0000680	g28227, g37648, g7343, g48841, g19410	adi2mcaRNA10296_R0
OG0000681	g27770	augustus.g21808.t1, adi2mcaRNA10483_R7, augustus.g8876.t1, augustus.g17315.t1, augustus.g33386.t1
OG0000682	g36853	augustus.g66036.t1, adi2mcaRNA11111_R0, adi2mcaRNA11111_R3, adi2mcaRNA11111_R4, adi2mcaRNA11111_R7
OG0000683	g24714, g8510, g40841, g17484, g42314	adi2mcaRNA11167_R0
OG0000684	g50326, g20931, g20922, g20919, g20921	adi2mcaRNA12219_R1
OG0000685	g4871	augustus.g41237.t1, adi2mcaRNA1237_R3, adi2mcaRNA1237_R4, augustus.g311.t1, adi2mcaRNA1230_R0
OG0000686	g16302, g16303, g16300, g16297, g16301	adi2mcaRNA12379_R0
OG0000687	g59559, g38842	augustus.g66758.t1, augustus.g13035.t1, augustus.g55848.t1, adi2mcaRNA12851_R1
OG0000688	g46496	adi2mcaRNA13096_R2, augustus.g37326.t1, augustus.g37333.t1, adi2mcaRNA13096_R4, augustus.g37341.t1
OG0000689	g47269, g52945	augustus.g18105.t1, adi2mcaRNA14068_R6, augustus.g44923.t1, adi2mcaRNA14068_R3
